"R0","amplitude","gamma","mu","sigma","rho","psi","alpha","iota","sigmaSE","cohort","S_0","E_0","R_0","I_0","spanLogLik","LogLik"
39.580562607903,0.507807011007819,37.4444238033975,0.00599470897677564,38.9369931846413,0.48501678578234,0.0471565650557778,0.96435546875,4.7080078125,0.07998046875,0,0.996881810367443,2.05699168859323e-07,0.00311625312937932,1.73080400839343e-06,5.7352161358026,-3293.86121876483
35.5382669069927,0.446620505696962,43.0410225398625,5.87269389237628e-05,44.6041279771956,0.487893798648132,0.0435101448096732,0.962646484375,4.17138671875,0.071826171875,0,0.000784755072536593,0.000577566215540931,0.998302530208928,0.000335148502994049,7.83720976518634,-3294.35953020234
39.3349810443225,0.50674228841275,45.3934930566542,0.01359175530491,30.5415589668341,0.494297461602318,0.0550170729724708,0.96435546875,4.7080078125,0.07998046875,0,0.119376593023248,0.000172290547065732,0.88045025541898,8.61010706200566e-07,3.03117257147187,-3294.43768956614
36.7473613432252,0.46640777930151,35.4569202655782,0.000108263312255521,44.6329397012385,0.480314328436698,0.0471540794225045,0.96435546875,4.7080078125,0.07998046875,0,0.999942392766236,1.44518396804068e-07,5.73275346245102e-05,1.35180742818225e-07,4.8984964652368,-3294.91088973881
38.5637257419436,0.475401176655071,39.8882064269136,0.000260177867893077,41.479547636933,0.486239595087051,0.0672038747963897,0.962646484375,4.17138671875,0.071826171875,0,7.96324656383172e-05,1.31476925429507e-07,0.999918316261419,1.91979601703419e-06,8.07807254287809,-3295.01280743483
47.0510295694446,0.5026830323021,30.4971539253257,0.00074196896570543,47.3614551243687,0.482561878476738,0.0491489631563936,0.96435546875,4.7080078125,0.07998046875,0,0.953416865697343,3.71750339478566e-05,0.0465299589858911,1.60002828175955e-05,4.96763348433524,-3295.31514532634
39.390487942861,0.448023764034616,37.6543984709191,0.0092477150135186,45.4655149290031,0.489770885597397,0.0575350196000749,0.962646484375,4.17138671875,0.071826171875,0,0.0168026599104551,3.98462533133315e-08,0.983007709001517,0.000189591241774968,2.82989836854858,-3295.43266742808
43.6815737480664,0.483984260096544,37.0681683080212,0.0583222764541021,37.4147689177731,0.532926320347195,0.0536279678037818,0.96435546875,4.7080078125,0.07998046875,0,0.584581089938568,0.000357477558181656,0.405312125475864,0.00974930702738551,0.873339512302664,-3295.58151741479
34.0891940529266,0.39930882718823,55.7504292218503,0.00365623144526363,40.0201377855344,0.488378640982517,0.00460760226887905,0.962646484375,4.17138671875,0.071826171875,0,0.308675878928665,3.22071420794477e-07,0.684218121465336,0.00710567753457896,32.4354699793566,-3295.60220842349
49.703524427811,0.492518885596923,42.305663817878,0.00412022808721363,34.7386246539957,0.487143653327281,0.0541424291618906,0.932373046875,4.81005859375,0.077099609375,0,4.12882740457384e-05,0.00270667162835821,0.108492454745899,0.888759585351697,3.89857376499731,-3295.60582087878
