R0,amplitude,gamma,mu,sigma,rho,psi,iota,S_0,E_0,R_0,I_0,spanLogLik,LogLik
28.68627842,0.490006091,73.05,0.000140513,45.66,0.399226819,0.398104781,8.293576994,0.015762503,0.000405187,0.983831384,9.26E-07,14.76884737,-3929.094847
62.45326701,0.545784386,73.05,0.635745251,45.66,0.94799506,0.413463495,2.064952467,0.012239858,2.57E-12,0.987413747,0.000346395,39.42400027,-3929.133404
29.37034753,0.489275187,73.05,0.013169954,45.66,0.440820698,0.352518985,4.561050462,5.55E-07,2.06E-05,0.999978815,2.97E-09,29.84899245,-3929.143324
30.35389325,0.484222533,73.05,0.025092063,45.66,0.468246769,0.350954309,5.90E-09,0.010981211,0.003621787,0.985310156,8.68E-05,51.53907716,-3929.153856
31.63396486,0.468271451,73.05,0.047015324,45.66,0.426861141,0.413008276,6.945886824,0.000527338,2.90E-13,0.006155152,0.99331751,28.48793078,-3929.166331
56.75086278,0.524499318,73.05,0.551411503,45.66,0.975200476,0.360836041,1.899742855,0.545424199,0.443460047,0.01045971,0.000656044,49.24320141,-3929.167839
52.48350295,0.491733699,73.05,0.45321897,45.66,0.840022448,0.366441105,0.200891665,0.082569801,5.34E-10,0.809722559,0.10770764,47.05895838,-3929.212847
30.30277739,0.485675609,73.05,0.031635726,45.66,0.436208055,0.380297337,8.059922332,0.967482485,6.52E-05,0.032452273,7.52E-08,27.03278055,-3929.232487
29.27140447,0.47189435,73.05,0.003290749,45.66,0.412806787,0.367591326,6.975915154,0.055165882,0.041200576,0.903633539,2.74E-09,27.76242616,-3929.24899
52.75915573,0.508440998,73.05,0.458863831,45.66,0.832081046,0.347834234,0.808339679,0.004036165,0.995720719,0.000241742,1.37E-06,55.41179769,-3929.330948
39.18934193,0.459331726,73.05,0.194355633,45.66,0.537720173,0.389255836,2.901940343,0.026072259,0.000230083,0.973697561,9.71E-08,21.93280457,-3929.341201
30.54099393,0.494341162,73.05,0.018677682,45.66,0.440785944,0.346026884,5.387264598,0.539746941,0.000120023,0.460132974,6.25E-08,24.15334468,-3929.384779
29.32726441,0.466798282,73.05,0.009057486,45.66,0.425422155,0.339873091,5.527251578,0.411012133,0.030022206,0.55877173,0.000193931,72.9143077,-3929.397241
36.62379529,0.44822555,73.05,0.150516354,45.66,0.536719407,0.363190779,0.198906299,0.020078166,0.010076022,0.965192856,0.004652957,40.8253981,-3929.421894
32.94956906,0.527201308,73.05,0.075062086,45.66,0.473592593,0.372456769,8.598160408,7.81E-06,8.87E-06,0.999983315,7.25E-11,12.21116658,-3929.491123
63.74345515,0.53058328,73.05,0.639405171,45.66,0.933399153,0.384558559,1.09E-06,0.007651097,2.78E-06,0.992345233,8.90E-07,56.90654089,-3929.505719
29.47790965,0.499996138,73.05,0.012179091,45.66,0.447902313,0.341882394,5.353665646,0.86738185,0.012163295,0.120429251,2.56E-05,24.75707776,-3929.54676
38.41977608,0.460037932,73.05,0.189969591,45.66,0.643357293,0.321214602,2.72E-06,0.00641672,0.002758176,0.988516767,0.002308337,34.36631751,-3929.567884
45.60453377,0.50858155,73.05,0.31682434,45.66,0.678939835,0.352453451,3.401160967,0.216269909,2.37E-05,0.783705762,6.18E-07,30.06588059,-3929.570018
31.080255,0.519662421,73.05,0.03105121,45.66,0.446155699,0.350018785,5.400691498,0.00217066,3.17E-05,0.997797453,1.55E-07,32.54310649,-3929.588932
67.16905779,0.538725651,73.05,0.707732975,45.66,0.993464075,0.428560492,1.443100778,0.024125761,2.81E-11,0.11850663,0.857367609,28.60927914,-3929.594493
31.70364584,0.529485139,73.05,0.044205217,45.66,0.424523975,0.414798737,5.973726073,0.001528775,0.096229094,0.026287427,0.875954704,18.07466587,-3929.624103
28.30275813,0.471168037,73.05,0.00011847,45.66,0.406696765,0.398737489,9.263009017,0.011294319,0.090514287,0.898190415,9.79E-07,26.69026216,-3929.63553
34.13308578,0.453241885,73.05,0.089819616,45.66,0.455928026,0.433345985,1.34E-07,0.001892523,1.62E-05,0.981562437,0.016528846,37.2885116,-3929.673372
39.16203707,0.49551484,73.05,0.196595766,45.66,0.624228106,0.312562777,2.132446158,0.001974301,0.000499083,0.997526539,7.76E-08,32.58867791,-3929.684345
34.8588078,0.503794114,73.05,0.104221882,45.66,0.495340654,0.356930637,3.320424854,0.351876236,0.623074605,0.024474661,0.000574498,18.55672294,-3929.772356
42.9418928,0.484441986,73.05,0.285512879,45.66,0.685206275,0.321505168,2.838733134,0.005974048,2.70E-11,0.969515762,0.024510189,57.84961049,-3929.777396
37.07136269,0.473329949,73.05,0.166909575,45.66,0.573196906,0.336630273,3.475172468,0.054952667,2.34E-12,0.062792556,0.882254777,23.86576908,-3929.777921
49.05258367,0.494830948,73.05,0.377230357,45.66,0.810145268,0.325493488,4.10E-05,0.000378129,4.28E-12,0.59488042,0.404741451,10.43201882,-3929.780004
31.93353651,0.486545736,73.05,0.079443774,45.66,0.488445045,0.367936976,8.620373476,0.107531315,1.57E-12,0.077256915,0.81521177,23.35281805,-3929.786092
45.62079278,0.47884555,73.05,0.308687516,45.66,0.664481932,0.358756107,2.04E-05,1.77E-05,2.43E-13,0.000804904,0.999177439,36.13867195,-3929.800191
44.36496516,0.494601829,73.05,0.267023755,45.66,0.584867265,0.401700347,1.17E-07,3.08E-05,2.66E-07,0.981220552,0.018748384,29.80186797,-3929.844104
28.58211177,0.476795633,73.05,0.00254727,45.66,0.451897095,0.326113398,4.66612014,0.002549037,5.38E-07,0.99745037,5.50E-08,39.49815978,-3929.845097
44.28558323,0.467904699,73.05,0.29337645,45.66,0.629439774,0.381253353,0.000136243,9.13E-05,1.24E-10,0.076954147,0.922954539,43.26746312,-3929.900848
34.96648531,0.441567695,73.05,0.114631772,45.66,0.520194304,0.355836756,1.52E-07,0.018158398,8.40E-05,0.981754391,3.23E-06,35.87774252,-3929.990903
38.00541243,0.447118298,73.05,0.188871216,45.66,0.576476071,0.355694163,6.10E-06,0.000282234,2.62E-12,0.927271229,0.072446537,37.23996205,-3929.991262
57.63617745,0.520513917,73.05,0.521363993,45.66,0.913715794,0.355100896,2.29E-05,0.725520007,0.157243021,0.112860877,0.004376094,34.7262812,-3929.992067
44.8762567,0.487396232,73.05,0.311161544,45.66,0.642341439,0.383648277,2.802470738,0.34640478,1.06E-05,0.653575303,9.28E-06,31.7391975,-3930.028556
52.81952624,0.538242673,73.05,0.46588589,45.66,0.879633546,0.345313264,2.09100469,0.003568189,0.031905813,0.964504463,2.15E-05,38.16455589,-3930.049872
40.52538863,0.502750151,73.05,0.230237923,45.66,0.651333088,0.317870735,3.679538436,0.011126041,0.005389426,0.983484515,1.81E-08,40.97305254,-3930.059605
29.61779265,0.501419486,73.05,0.004287662,45.66,0.413214756,0.366232597,7.199898697,0.559061845,0.022634605,0.41806908,0.00023447,30.13517897,-3930.086396
45.6227935,0.485459489,73.05,0.325221163,45.66,0.716634717,0.346047652,1.94779675,0.000468397,0.001949141,0.997578523,3.94E-06,24.86226682,-3930.103021
32.32922851,0.493258482,73.05,0.060003305,45.66,0.465400039,0.354989859,5.368943769,0.996069682,9.49E-06,0.003920636,1.96E-07,23.82987958,-3930.106807
36.83700771,0.482039309,73.05,0.156864051,45.66,0.552351054,0.345119006,4.19282705,0.165545253,0.000161632,0.834276378,1.67E-05,19.94282005,-3930.112057
55.36156517,0.520732836,73.05,0.495154907,45.66,0.923150357,0.358838298,2.64E-05,0.019314953,1.21E-10,0.04872728,0.931957766,22.53357376,-3930.114629
54.90267749,0.527292528,73.05,0.501244031,45.66,0.920767115,0.339084293,1.006272788,0.98649706,7.26E-07,0.013500681,1.53E-06,35.73062485,-3930.127232
36.56124677,0.481675355,73.05,0.151352741,45.66,0.538976355,0.348842284,3.449163506,0.003940607,6.58E-05,0.995993534,1.14E-08,35.40259522,-3930.169157
52.36899202,0.507371666,73.05,0.442637709,45.66,0.834699493,0.337569261,0.284999741,0.994911858,2.13E-05,0.005066672,2.00E-07,56.44757329,-3930.171617
29.15974227,0.484918793,73.05,0.008593755,45.66,0.40378981,0.382014614,7.312069627,0.010533835,0.017002823,0.972463273,6.81E-08,44.18453714,-3930.186733
34.90917856,0.464644306,73.05,0.106602515,45.66,0.50192002,0.344010208,3.656468206,0.137089765,0.829830634,0.001111561,0.03196804,33.16800288,-3930.188364
59.54004594,0.511660885,73.05,0.586978453,45.66,0.975406436,0.38551079,0.000255241,0.331762203,0.237164264,0.133260052,0.297813481,55.02070264,-3930.198357
48.86130329,0.473407467,73.05,0.388789253,45.66,0.768438032,0.33620383,1.074332159,0.998484933,1.02E-07,0.001512705,2.26E-06,69.24568336,-3930.228521
36.02870608,0.476541665,73.05,0.137202562,45.66,0.534422505,0.352143638,0.853072232,0.017397686,1.13E-09,0.982602312,1.14E-09,28.17921345,-3930.240744
53.05013719,0.544595871,73.05,0.461167948,45.66,0.901355971,0.320027656,2.026227735,0.255040534,9.24E-06,0.744948881,1.34E-06,28.83346839,-3930.26407
47.44222609,0.499685936,73.05,0.368076157,45.66,0.778796387,0.314326743,2.284770524,0.998489528,3.07E-08,0.00150812,2.32E-06,50.98084825,-3930.26706
47.91984419,0.506679288,73.05,0.350869671,45.66,0.703529623,0.36753812,5.78E-05,0.000943041,0.000166144,0.998686073,0.000204742,25.96499139,-3930.296703
52.78066447,0.476908914,73.05,0.466104796,45.66,0.876111156,0.346863755,0.000348026,0.002097026,0.707880863,0.289523806,0.000498305,24.17028328,-3930.312403
35.35292469,0.438712116,73.05,0.114830905,45.66,0.507673759,0.375665366,8.54E-08,0.026555512,0.000155885,0.973288407,1.96E-07,19.8964685,-3930.316402
32.73554567,0.498167585,73.05,0.062204056,45.66,0.49064686,0.3257656,3.425827104,0.001213944,0.000546305,0.998234321,5.43E-06,48.42127702,-3930.344652
43.21953145,0.509251921,73.05,0.289284178,45.66,0.66028208,0.349109052,5.248209338,0.986768224,1.60E-06,0.013229712,4.60E-07,30.80597394,-3930.351153
44.78661502,0.461517595,73.05,0.306759191,45.66,0.667438077,0.352898384,1.581629887,0.000172141,1.53E-05,0.970344245,0.029468289,49.29058297,-3930.457855
49.60986038,0.463264909,73.05,0.404239186,45.66,0.785595401,0.349947931,9.48E-08,0.187677109,8.76E-07,0.812321991,2.44E-08,32.72857482,-3930.4676
29.96881737,0.512715097,73.05,0.019475928,45.66,0.422597807,0.378074582,9.282508483,0.003433708,0.007664607,0.622271282,0.366630403,34.31056798,-3930.469831
30.18565075,0.493257455,73.05,0.01716761,45.66,0.416792769,0.381685652,7.865366101,7.19E-07,1.24E-05,0.999986921,9.40E-12,29.23154363,-3930.4699
42.04667167,0.447348236,73.05,0.26146013,45.66,0.637094,0.337719796,1.439034874,0.011555406,0.008295039,0.607948279,0.372201276,42.53890979,-3930.538587
40.8779091,0.472356719,73.05,0.236741003,45.66,0.596875818,0.352171032,3.216639839,0.569770539,3.35E-06,0.430198887,2.72E-05,35.26826592,-3930.554271
43.79910509,0.471888431,73.05,0.284865378,45.66,0.627992034,0.361258544,1.520361775,0.004692813,1.00E-10,0.121938959,0.873368228,24.08244376,-3930.561139
51.97090284,0.517470758,73.05,0.436507507,45.66,0.836794645,0.343790992,1.658655743,0.165279991,1.23E-05,0.833768762,0.000938997,28.6524244,-3930.562828
52.03052863,0.517805966,73.05,0.433085221,45.66,0.876162457,0.313327303,0.004949529,0.485592303,2.63E-11,0.252633711,0.261773985,39.13316044,-3930.60926
40.27906546,0.448415643,73.05,0.244092976,45.66,0.653246753,0.324991885,2.947250504,0.012746701,1.11E-10,0.963451871,0.023801428,37.21887852,-3930.628298
37.23920949,0.459646675,73.05,0.178406198,45.66,0.588798757,0.328545398,3.810954881,0.015801848,1.14E-10,0.673579183,0.310618969,25.99270981,-3930.675463
28.74256804,0.472053341,73.05,0.004490886,45.66,0.454471161,0.333945166,5.763344281,1.08E-06,0.000131646,0.999867272,3.42E-09,23.01329902,-3930.687205
50.08222593,0.531552924,73.05,0.429707469,45.66,0.870016132,0.334874194,2.868791027,0.000507414,0.001753911,0.997738044,6.31E-07,46.06630602,-3930.691828
40.73818669,0.495429445,73.05,0.237398211,45.66,0.623820071,0.328615492,3.188637488,0.498000175,0.300639984,0.201352583,7.26E-06,39.48352666,-3930.71013
41.54839669,0.47925976,73.05,0.235897922,45.66,0.580556181,0.368786309,2.688361553,0.998561334,2.35E-06,0.00143101,5.30E-06,25.09192214,-3930.711631
48.06248088,0.481756825,73.05,0.379377098,45.66,0.728410095,0.369525018,2.522302067,0.874869708,5.60E-07,0.125096666,3.31E-05,28.39979182,-3930.743356
44.38471336,0.494592095,73.05,0.303781634,45.66,0.736299508,0.313785614,3.582124416,0.651675901,2.53E-07,0.348196948,0.000126899,34.2757076,-3930.765818
57.83949742,0.507974547,73.05,0.544712637,45.66,0.901582035,0.368614987,0.601035148,0.982083502,1.32E-07,0.017916113,2.54E-07,45.83966723,-3930.785748
55.37480661,0.511646616,73.05,0.503976956,45.66,0.955263856,0.329238014,0.476101677,0.203327158,0.011392003,0.783654641,0.001626198,69.89095824,-3930.801368
33.21086238,0.464792456,73.05,0.084240222,45.66,0.452563872,0.389081919,5.408515493,0.738015682,0.005071896,0.2569052,7.22E-06,28.24559383,-3930.82658
29.57713936,0.473309343,73.05,0.01559505,45.66,0.449271571,0.335459266,6.648767564,0.000131583,9.98E-06,0.999858413,2.08E-08,37.52272563,-3930.863748
32.97250051,0.469013631,73.05,0.075621411,45.66,0.449528014,0.395092153,5.80454087,0.06030679,0.000311739,0.939381261,2.10E-07,14.51607563,-3930.904645
47.32292406,0.513578425,73.05,0.348359958,45.66,0.737560747,0.330059078,1.454448731,0.416667779,5.48E-05,0.58326516,1.23E-05,34.44051609,-3930.937041
29.0367176,0.477159707,73.05,3.48E-05,45.66,0.412249387,0.362914456,5.518831184,0.022440673,0.00012911,0.977430188,2.79E-08,23.31481338,-3930.939632
43.74320573,0.484276668,73.05,0.276401227,45.66,0.649244021,0.3528648,0.918669466,0.002634499,1.06E-12,0.021862247,0.975503254,24.60810001,-3930.950308
51.28978919,0.470508254,73.05,0.443782992,45.66,0.901704134,0.322807514,2.58E-08,0.041861625,6.00E-05,0.958068895,9.45E-06,23.30131988,-3930.968452
29.852442,0.481262897,73.05,0.022898654,45.66,0.425577557,0.373549183,8.578579689,0.254755513,0.000617048,0.744411518,0.000215921,32.12235674,-3930.971428
28.58197818,0.446455409,73.05,0.002105715,45.66,0.424430637,0.379178243,3.189567636,0.621536866,0.000129958,0.378303094,3.01E-05,7.198096993,-3930.989604
37.98492192,0.439912448,73.05,0.186804485,45.66,0.576608381,0.345061886,0.309461639,0.010262089,0.026586408,0.848846339,0.114305164,68.61622874,-3930.996026
53.36004163,0.522329228,73.05,0.461821608,45.66,0.84232709,0.343998245,0.485002789,0.849181713,2.36E-05,0.150793774,8.90E-07,31.11066788,-3931.050188
34.29493605,0.462225549,73.05,0.106364872,45.66,0.480967657,0.371395809,5.951963322,0.002714827,0.000394227,0.996354969,0.000535977,54.86413103,-3931.061178
48.69289998,0.502685375,73.05,0.38202027,45.66,0.741618345,0.355681493,2.337004076,0.00077883,0.006022024,0.767348363,0.225850783,63.5327014,-3931.09065
33.84271287,0.506715335,73.05,0.092813257,45.66,0.465119923,0.391546642,8.67307271,0.026297647,0.007053347,0.966649004,2.48E-09,33.3777302,-3931.097893
57.22944913,0.520715484,73.05,0.545463741,45.66,0.949995577,0.363638494,1.658344716,0.001294003,5.66E-12,0.908691877,0.09001412,41.37306155,-3931.121424
56.34536839,0.535386016,73.05,0.495449093,45.66,0.847514361,0.377728668,1.010900176,0.01563181,1.86E-05,0.984349528,1.38E-08,11.96120777,-3931.165831
37.4367034,0.525697098,73.05,0.1644568,45.66,0.565775165,0.33121511,4.714732072,0.97126043,0.00014864,0.028322782,0.000268148,39.86253146,-3931.209725
56.61223705,0.519536439,73.05,0.545147653,45.66,0.961331975,0.370382922,1.565955632,0.001672358,0.749006717,0.038042433,0.211278492,35.42155253,-3931.241134
52.3287833,0.472608603,73.05,0.448214961,45.66,0.81734072,0.345007354,0.003325273,2.40E-05,0.000276406,0.990139041,0.009560561,90.37510923,-3931.27867
30.23121624,0.485492056,73.05,0.016220376,45.66,0.399732629,0.409174382,6.634702563,1.12E-06,1.61E-05,0.999982757,1.99E-10,20.0550073,-3931.320757
37.83437378,0.494740969,73.05,0.154116156,45.66,0.537826764,0.35657637,1.582719818,0.649578484,3.38E-13,0.350421516,9.76E-10,25.99874576,-3931.327875
46.62472877,0.456909945,73.05,0.340445936,45.66,0.752837791,0.314253585,0.060657202,0.152334706,0.010553156,0.836520033,0.000592105,43.69378019,-3931.384932
41.24399202,0.449623231,73.05,0.228990028,45.66,0.603919309,0.347854016,0.222683579,0.059338105,0.04150842,0.803301438,0.095852037,48.52561238,-3931.406648
47.10501809,0.478118122,73.05,0.346619409,45.66,0.764212603,0.299818911,0.951046582,0.983225251,0.000935817,0.015834583,4.35E-06,68.36417174,-3931.436619
41.17236729,0.491845863,73.05,0.221013599,45.66,0.565881634,0.376172926,2.348501066,0.054792981,5.18E-12,0.090597498,0.854609521,36.1090478,-3931.463672
38.92760554,0.547971827,73.05,0.182235896,45.66,0.601760512,0.320025428,2.975188657,4.20E-06,1.87E-07,0.999964266,3.13E-05,27.96843527,-3931.49571
47.11516528,0.508249722,73.05,0.341907641,45.66,0.694985218,0.356767388,2.615100104,0.998731076,1.00E-07,0.001268408,4.16E-07,11.01901863,-3931.507227
52.64884716,0.530560462,73.05,0.443915992,45.66,0.795846641,0.373155394,1.150593621,0.968946753,0.001896203,0.029102409,5.46E-05,28.6409698,-3931.511289
49.7293013,0.485077951,73.05,0.408350541,45.66,0.764431843,0.354210338,2.00924867,0.073412488,3.21E-05,0.92655534,3.58E-08,32.08084987,-3931.523699
46.93081416,0.500967252,73.05,0.355324318,45.66,0.744812071,0.335052078,1.890129644,0.979416544,0.018088638,0.002471649,2.32E-05,43.19900357,-3931.52725
46.86582217,0.486820522,73.05,0.334180222,45.66,0.675884811,0.379035627,0.434501316,0.694222264,0.01992268,0.285155392,0.000699665,10.45244128,-3931.550252
61.4338563,0.511390193,73.05,0.617116587,45.66,0.963454139,0.392248349,0.521189375,0.316347073,0.001689705,0.681960351,2.87E-06,33.50074978,-3931.565805
44.77312588,0.470740893,73.05,0.306910427,45.66,0.660207475,0.340842082,1.557191839,0.990726928,4.54E-07,0.009271145,1.47E-06,53.58546641,-3931.578872
51.99996638,0.550684795,73.05,0.440925545,45.66,0.79404445,0.377569752,2.953095242,0.003940503,0.024526513,0.971532983,1.67E-09,47.11460249,-3931.584096
43.47951916,0.539186401,73.05,0.253222701,45.66,0.631467054,0.338244675,2.731622952,0.406764196,0.001277376,0.591955435,2.99E-06,32.6953599,-3931.60096
31.56130069,0.502946216,73.05,0.042608006,45.66,0.463387299,0.342357981,5.390102245,0.004587077,5.25E-12,0.423875107,0.571537816,26.42472077,-3931.663705
32.00911451,0.474691216,73.05,0.053611648,45.66,0.454098525,0.351095681,4.352513835,0.001112895,0.000365642,0.998521445,1.76E-08,39.3952795,-3931.707182
46.25184154,0.502365826,73.05,0.345081667,45.66,0.740509559,0.335443164,3.021770278,0.993447906,6.48E-05,0.001581662,0.004905612,14.71909616,-3931.721956
41.4565683,0.48906628,73.05,0.233506257,45.66,0.618375708,0.331810202,1.640769935,0.000961241,7.06E-05,0.998968039,1.29E-07,39.20872547,-3931.72468
32.66404742,0.456615247,73.05,0.069019566,45.66,0.486343039,0.343358449,1.596498608,0.021716788,0.928582516,0.049700634,6.23E-08,40.19952581,-3931.7689
38.87359685,0.509138965,73.05,0.18812205,45.66,0.540044494,0.376018323,5.984915421,0.702501974,0.027760982,0.26959492,0.000142123,46.24100763,-3931.775453
42.21756966,0.451601384,73.05,0.271528815,45.66,0.714787248,0.318321262,9.09E-07,0.084000013,0.000169225,0.915791244,3.95E-05,35.99114801,-3931.814476
53.22841616,0.515318538,73.05,0.470101129,45.66,0.871583084,0.345240743,1.635893314,0.755725992,0.001295841,0.24297679,1.38E-06,39.389406,-3931.838064
47.17742254,0.496919748,73.05,0.356788839,45.66,0.723749201,0.351073707,1.586091981,0.911998689,2.90E-11,0.088001311,1.53E-10,35.8103904,-3931.874358
59.32243858,0.498140649,73.05,0.575410368,45.66,0.907370468,0.393840957,0.872641831,1.43E-05,6.41E-07,0.843452063,0.156532951,35.92089901,-3931.911152
29.26067206,0.506850197,73.05,0.000935422,45.66,0.398423327,0.402863969,8.634786175,0.093052376,0.000952321,0.905995219,8.48E-08,16.59384209,-3931.972929
33.35713777,0.486059871,73.05,0.083968423,45.66,0.467165729,0.359612909,4.532117702,0.8034942,0.029276885,0.167228708,2.07E-07,48.08040827,-3932.002043
51.68064318,0.515542798,73.05,0.462338555,45.66,0.868870821,0.353619934,3.029907506,0.53897647,1.77E-05,0.460994932,1.09E-05,39.38688694,-3932.008523
28.85429927,0.46211426,73.05,0.006170043,45.66,0.451865452,0.339191789,4.069242975,0.000330512,1.81E-13,0.998278831,0.001390657,35.66069205,-3932.034656
46.34688877,0.485041703,73.05,0.343792892,45.66,0.749825818,0.324027209,1.258821677,0.099231999,0.000211767,0.898396892,0.002159343,67.82949841,-3932.070385
30.9642392,0.477711586,73.05,0.041916751,45.66,0.426180843,0.384985024,7.541369372,5.41E-08,1.81E-06,0.999998027,1.12E-07,18.75294742,-3932.12595
43.8138379,0.509537177,73.05,0.281582915,45.66,0.676214802,0.334285416,2.742921637,1.17E-05,2.23E-06,0.999986094,1.17E-11,21.87831626,-3932.153914
49.97727753,0.519293461,73.05,0.420072351,45.66,0.833231612,0.34025035,2.655608026,0.984973608,7.32E-06,0.015011615,7.45E-06,25.01838613,-3932.176034
29.93605373,0.495144882,73.05,0.025006094,45.66,0.454422605,0.341808203,6.518172784,1.51E-06,6.15E-07,0.94826472,0.051733151,31.50759822,-3932.20128
32.93166351,0.443557343,73.05,0.081338159,45.66,0.455879441,0.384559052,4.424492087,0.748589939,0.000260317,0.251148299,1.44E-06,32.35925399,-3932.204796
30.37088308,0.4722465,73.05,0.027807762,45.66,0.4192418,0.373657488,6.968312823,0.014775108,0.006897895,0.977610362,0.000716636,39.99007691,-3932.211307
56.63484933,0.493290032,73.05,0.516952835,45.66,0.839360084,0.395296477,1.90E-06,0.072352425,1.04E-05,0.927636386,7.89E-07,34.14738452,-3932.24893
29.06518378,0.466637197,73.05,0.000208161,45.66,0.436150679,0.372606205,0.941466689,0.990668897,1.83E-05,0.003844035,0.005468797,34.28562812,-3932.267191
63.32925616,0.539026136,73.05,0.622136917,45.66,0.958514233,0.326133404,0.001837606,7.59E-07,4.87E-05,0.999950448,8.25E-08,53.7078098,-3932.275015
40.56415439,0.483240537,73.05,0.215801641,45.66,0.558280652,0.379832154,1.072021778,0.483735722,7.64E-13,0.36276747,0.153496808,16.79853387,-3932.316644
35.96978598,0.439424112,73.05,0.158026809,45.66,0.546507673,0.353920685,5.402755238,0.016143896,0.965918251,0.017924221,1.36E-05,26.81778985,-3932.333562
52.34684372,0.538708289,73.05,0.442004141,45.66,0.805848022,0.376264052,1.642965703,0.391752475,0.012945319,0.559011235,0.036290971,9.316079396,-3932.334469
35.70056981,0.506444138,73.05,0.117252843,45.66,0.492758402,0.367772194,3.446687517,0.989179673,0.00620031,0.004484475,0.000135542,21.11280414,-3932.376872
51.99151984,0.503730022,73.05,0.428225132,45.66,0.785364133,0.369441839,3.69E-07,0.071115012,0.430966713,0.306284827,0.191633448,15.63780562,-3932.379812
45.28058849,0.492896437,73.05,0.31037221,45.66,0.644954078,0.368409652,3.005371149,0.016336931,2.49E-11,0.799627387,0.184035682,52.15180614,-3932.400745
32.91060846,0.486458555,73.05,0.079307995,45.66,0.456342501,0.379719828,7.338596875,0.040520573,0.004580213,0.921503051,0.033396163,25.8682684,-3932.42786
28.96437665,0.487513421,73.05,0.003396974,45.66,0.406111561,0.381287715,7.225607457,0.615817727,6.16E-05,0.384120361,2.90E-07,26.76183615,-3932.486252
45.61725512,0.475052977,73.05,0.321442153,45.66,0.702481737,0.341613296,0.000328898,0.585131751,0.012880798,0.40198739,6.08E-08,26.61009498,-3932.487288
57.93398843,0.519205794,73.05,0.537530211,45.66,0.950339378,0.347041597,4.76E-06,0.640601638,4.52E-06,0.359382959,1.09E-05,44.54118673,-3932.507236
55.13661301,0.503874983,73.05,0.5158249,45.66,0.900623058,0.370134963,1.640616816,0.115132159,0.000111383,0.884175046,0.000581412,35.87293024,-3932.543335
42.68993808,0.505379699,73.05,0.263529557,45.66,0.603058886,0.362464514,3.745277031,0.009672236,0.200272134,0.742940223,0.047115407,50.09250982,-3932.544783
38.18581781,0.506435852,73.05,0.182195354,45.66,0.578594567,0.331916744,4.408648231,1.37E-07,8.00E-05,0.999919872,4.03E-09,42.73836807,-3932.549781
31.85036062,0.463271064,73.05,0.054464025,45.66,0.448300108,0.381565385,4.475453907,0.98684728,0.000323973,0.00249875,0.010329998,17.41891036,-3932.560967
29.54550745,0.472450163,73.05,0.017409121,45.66,0.456111022,0.339289352,5.986483728,8.66E-05,1.49E-12,0.962677268,0.037236165,38.92509356,-3932.574003
42.25622351,0.514410643,73.05,0.276008779,45.66,0.677306232,0.326564914,4.090450822,0.004634221,0.000141466,0.99522425,6.28E-08,48.12997339,-3932.611021
36.84654589,0.4681429,73.05,0.158060744,45.66,0.559186747,0.341869027,1.730173369,0.948037982,6.94E-05,0.051889302,3.33E-06,53.56393887,-3932.696876
50.89371988,0.497594121,73.05,0.431110543,45.66,0.754843013,0.40762621,2.033488295,0.995363329,0.000628536,0.000706832,0.003301303,5.40272478,-3932.720707
46.03416312,0.477936707,73.05,0.331841541,45.66,0.664523286,0.378516113,1.95994155,0.024072022,0.001379501,0.972033207,0.00251527,53.82766464,-3932.748421
35.98926894,0.500755384,73.05,0.131396319,45.66,0.535463044,0.331939677,2.644526752,0.306051224,1.85E-06,0.693944625,2.30E-06,34.2009713,-3932.762146
49.06887109,0.514313676,73.05,0.385275618,45.66,0.74205023,0.342015984,2.533118508,0.256791283,0.001981272,0.741195355,3.21E-05,58.71852741,-3932.764419
36.64934775,0.477082121,73.05,0.164906358,45.66,0.536377227,0.360906526,6.142221854,0.037157416,0.024388679,0.938451445,2.46E-06,21.25537124,-3932.790339
55.59957821,0.523451459,73.05,0.516440698,45.66,0.881217112,0.372132877,1.522481418,0.000311271,0.009033287,0.944213938,0.046441504,57.37158579,-3932.831765
39.48792717,0.47858799,73.05,0.209744197,45.66,0.57614981,0.357280162,1.809708588,0.337632259,0.001234452,0.661133281,8.83E-09,36.25859485,-3932.832025
37.49384435,0.491918671,73.05,0.179431212,45.66,0.601052511,0.315452547,3.862261123,3.46E-08,5.35E-06,0.999994618,1.00E-09,26.6807315,-3932.850885
29.41305854,0.493599663,73.05,0.002270726,45.66,0.422682164,0.353144518,5.699119751,0.997987603,0.001928275,2.81E-05,5.60E-05,20.91057637,-3932.85358
46.42731962,0.540930904,73.05,0.342421702,45.66,0.75509125,0.325915213,2.910246316,0.004175031,0.773063715,0.222759418,1.84E-06,32.27587741,-3932.903584
45.21706973,0.507486799,73.05,0.320101316,45.66,0.690217628,0.343451661,1.761344261,0.048418166,2.69E-11,0.693644741,0.257937093,37.1211185,-3932.903708
46.47974546,0.487556941,73.05,0.348746231,45.66,0.683642226,0.391868937,3.925525627,0.000122572,3.35E-05,0.999843853,5.85E-08,48.49007531,-3932.92615
51.5194855,0.492634515,73.05,0.480124744,45.66,0.929503292,0.358104921,2.879381559,0.050517279,4.21E-07,0.949482258,4.20E-08,20.55384637,-3932.991795
47.03331503,0.494140262,73.05,0.347899286,45.66,0.742903097,0.327557979,0.140114056,0.73093804,1.59E-06,0.269060087,2.80E-07,37.21146086,-3932.999916
