"R0","amplitude","gamma","mu","sigma","rho","psi","alpha","iota","sigmaSE","cohort","S_0","E_0","R_0","I_0","spanLogLik","LogLik"
31.2377812305687,0.345369541050204,41.5929692412086,0.0883773679020081,39.0207998060757,0.58828217705427,0.054438011985042,0.989746094,4.821289063,0.073339844,0.963378906,0.987729294102639,0.0111991666945237,0.00107153377803502,5.42480261151624e-09,2.31826098102374,-3275.6227055867
36.8961680876498,0.358632758490229,38.3324469879207,0.163109616270259,41.3929387389742,0.67467462057549,0.0491003203970595,0.989746094,4.821289063,0.073339844,0.963378906,0.00148125589442382,6.1911298386157e-08,0.998518455965059,2.26229218735584e-07,1.59119209381515,-3275.66404008787
30.5052960116789,0.352852844062691,41.3118470497222,0.0463837022405736,39.3942712923465,0.535785606505958,0.0578643918658361,0.98,4.5876,0.07,1,0.000253555808069361,1.28813686758058e-08,0.999746403752396,2.75581658557271e-08,1.68856219923009,-3275.69403327295
29.4998959997493,0.348649637219921,44.214025631905,0.0106025912077798,38.9418548521839,0.4920957325239,0.0612139654421161,0.974365234,4.835449219,0.066357422,0.927490234,0.0802372673070141,2.00588242393095e-06,0.919380749949135,0.000379976861426865,1.08221696213832,-3275.70881211863
23.7279455302499,0.285112178151402,39.6201873041187,0.00383691022153611,51.0535872515245,0.488186137680116,0.0533376487939883,0.997802734,4.476074219,0.061669922,0.982177734,0.0218738900115125,2.90742802005827e-05,0.978084305665819,1.27300424683325e-05,3.45478872257445,-3275.72009580122
30.0785334636182,0.365024991103872,51.0905827743085,0.00813976976823444,34.2232966993854,0.490225761987872,0.0631385501294731,0.98,4.5876,0.07,1,0.116151461578722,1.71552881795763e-06,0.883845652799529,1.17009293109615e-06,3.12137822773911,-3275.73583960971
31.3198474647976,0.348972140805535,37.0508947877631,0.0231747920204728,47.0845990399899,0.513698942618707,0.049069354555559,0.974365234,4.835449219,0.066357422,0.927490234,0.106629590848043,2.44037687838729e-07,0.893304366791295,6.57983229742054e-05,7.24844773577297,-3275.77138444818
29.5200460902109,0.367168386776357,47.4700427089273,0.0381482941930615,36.8853018738353,0.523773344839735,0.0451433339358659,0.98,4.5876,0.07,1,0.0847926783429279,0.000744218289633684,0.914308403415038,0.000154699952400477,5.33780948589265,-3275.80963652716
28.3875528557785,0.342692009223455,47.1886928098955,0.00230616878330006,37.7874873616492,0.482195665928643,0.0616679250063013,0.974365234,4.835449219,0.066357422,0.927490234,0.0666354740278067,1.3502682424609e-07,0.93327333458423,9.10563611389231e-05,3.83659715755221,-3275.84926182481
31.4960848265016,0.405005893444907,40.8895876618571,0.000954137117336843,39.7817168192852,0.486212424015334,0.0584164138826098,0.98,4.5876,0.07,1,0.00583373821210779,2.23593541422334e-05,0.994110572390447,3.33300433028474e-05,3.07325349526764,-3275.85073880314
29.4147876736265,0.365414135022641,52.4709547031656,0.0631215048036217,37.9601246690429,0.564975848159184,0.0469586609359492,0.974365234,4.835449219,0.066357422,0.927490234,0.0126336150680094,5.03849204411378e-08,0.902397874639276,0.0849684599077943,3.08842060856114,-3275.86982373647
32.6852911161642,0.372393520519566,40.4671496565309,0.0630089908290318,40.5710088840889,0.564816092163642,0.0653904087779308,0.98,4.5876,0.07,1,0.00734493218913345,1.45226204571889e-06,0.992650075995035,3.53955378623206e-06,3.99802795633468,-3275.92262382413
29.9062424498999,0.363570265110171,40.6375629737891,0.10595545949976,44.0156895637281,0.62841442956597,0.0364512714308477,0.989990234,4.554199219,0.069482422,0.943115234,0.574090827471787,1.5881344409906e-08,0.424291522880774,0.00161763376609432,1.04671485415383,-3275.98769499459
28.4817784758508,0.335495546620251,55.1531287302062,0.130306878155797,36.9976804239643,0.667965877596877,0.0635050640398902,0.997558594,4.149414063,0.059277344,0.986816406,0.0378114780300612,3.93264248052316e-08,0.962186424089586,2.0585539280447e-06,0.618017578321087,-3276.0306863103
30.5266720785104,0.348141437008095,42.2174684547426,0.0166113971987629,42.1376116407533,0.504677216720388,0.0554588749724001,0.974365234,4.835449219,0.066357422,0.927490234,0.545546570018011,1.64836372991503e-09,0.405959066449583,0.0484943618840424,1.98796670280854,-3276.04913083413
22.9515800428108,0.299261821884945,49.0308801748014,0.00113047390800915,43.7115109736367,0.484778914877282,0.0560287149911721,0.997802734,4.476074219,0.061669922,0.982177734,0.00634890475398105,1.82509977628665e-05,0.993632813832656,3.04156001749142e-08,4.1947813929005,-3276.09128182368
22.8438952912109,0.327508527835133,36.6000272243429,0.0351642020860603,62.9778679370676,0.538145930959016,0.0531141179778485,0.997802734,4.476074219,0.061669922,0.982177734,0.0433333012703675,0.000124522282455684,0.956541635527542,5.40919634384707e-07,1.04249657694072,-3276.09226717703
37.3658786647917,0.349127778807072,36.2387097739437,0.210448694879469,48.8920693236101,0.749652704200883,0.0496261768629758,0.989990234,4.554199219,0.069482422,0.943115234,0.0215322646041179,2.79317115741297e-08,0.978113758645161,0.00035394881900905,2.3704568170715,-3276.0967065025
25.1491956907582,0.311781415548599,50.7335752740343,0.0337494938622158,41.057910712856,0.52594302649652,0.0484027979555019,0.997802734,4.476074219,0.061669922,0.982177734,0.487512060830308,0.00708929581410323,0.172172768269745,0.333225875085844,1.86371672453424,-3276.14485729192
29.0619547749267,0.29977574671872,43.3083616167144,4.40385840740171e-05,41.4198354682906,0.481223046647727,0.0564992712903913,0.974365234,4.835449219,0.066357422,0.927490234,0.0252551613442151,1.52445999253674e-09,0.974608984191277,0.000135852940047871,4.1048647331213,-3276.16660711066
27.3435734742551,0.377176167793133,43.8210855684898,0.0340143692376173,40.3188251575768,0.529688545037441,0.0587170977679244,0.974365234,4.835449219,0.066357422,0.927490234,0.0167197538599917,9.95876548925091e-07,0.983268415509386,1.08347540732458e-05,1.20183992116063,-3276.16754003873
25.9789399660739,0.320182373938017,39.5029489152083,0.0631876953727216,59.5875922576998,0.565725808775023,0.0425651048259732,0.997558594,4.149414063,0.059277344,0.986816406,0.0268767536107351,0.000412656375379043,0.972705140786286,5.44922760018011e-06,5.94458683092171,-3276.22166281653
23.9728208596849,0.350309208507833,49.9331227848563,0.000337960297519963,39.3932447288858,0.482909051955594,0.0547586568905191,0.997802734,4.476074219,0.061669922,0.982177734,0.0258392230329299,2.27705325113553e-07,0.974050184300136,0.000110364961609222,1.17499687203917,-3276.22763599279
29.1617775232788,0.296209929465681,39.5207289480366,0.00801723069876988,49.649110088872,0.496934141472632,0.0384969695346658,0.974365234,4.835449219,0.066357422,0.927490234,0.0162382086197258,0.000821553398383974,0.982929504426062,1.07335558284567e-05,3.38442172274108,-3276.27139767968
35.7155622589412,0.336537863487454,52.4658908632729,0.205569242589322,31.3080604994323,0.753016420201007,0.0449279082320509,0.989746094,4.821289063,0.073339844,0.963378906,0.997541160189171,1.21404637257269e-05,0.00244662910659437,7.02405084751168e-08,3.95786279643971,-3276.29215799149
29.5566050502037,0.380657400497946,45.9026056384211,0.0410259337214093,33.0178426442403,0.531411090656114,0.0580212928072481,0.989990234,4.554199219,0.069482422,0.943115234,0.0053144699455296,4.31056386549927e-08,0.994662595450208,2.28914986238428e-05,3.50425730546795,-3276.29922939254
33.1460002109043,0.321334156489329,33.7866992258373,0.163954336606841,52.6911622863977,0.72031622857249,0.0513024684796445,0.98,4.5876,0.07,1,0.0514686553894466,1.86846729743778e-05,0.948471441790859,4.12181467197632e-05,2.6936559551018,-3276.32216531514
28.9791107018909,0.307543420547276,38.3427433776276,0.0393116917877527,46.2501355930012,0.538488908220317,0.0408503060345459,0.98,4.5876,0.07,1,0.000103361683465155,7.9912881917622e-08,0.999896488765718,6.96379345809059e-08,4.31768718559397,-3276.32340748074
26.7470870488112,0.302558480506839,41.4717886840376,0.000205996481273268,46.2891956725915,0.483992716286511,0.0481691806300295,0.989990234,4.554199219,0.069482422,0.943115234,0.417810869975131,1.77271921978608e-07,0.581994833177117,0.00019411957583075,3.0052699245889,-3276.3288759265
28.7256012193552,0.351328909151755,41.0365068357182,0.0375492642593087,45.986976537422,0.534807242828232,0.0631754613366554,0.974365234,4.835449219,0.066357422,0.927490234,0.000529331956145524,3.6029068399697e-11,0.999467865216883,2.80279094242586e-06,1.23169697473122,-3276.36210237776
33.2413487852235,0.39021042597408,49.0635615804524,0.1289541094765,31.5429595722727,0.634512026992027,0.0600673791103396,0.989746094,4.821289063,0.073339844,0.963378906,0.517109514043629,0.000830885931808234,0.48186979351327,0.000189806511292233,1.21330299018882,-3276.40556942086
31.8923391609702,0.295013619727046,38.2605933224198,0.0938387146206425,44.2112499700917,0.612655414413765,0.0611503653177068,0.98,4.5876,0.07,1,0.0422967209320546,4.43360817733783e-05,0.957655523433251,3.41955292096328e-06,1.68362639458792,-3276.42979082348
28.2334564771362,0.30716321473261,49.1845048555241,0.139421024073224,40.8202372923824,0.67418757954841,0.0465359587546384,0.997802734,4.476074219,0.061669922,0.982177734,0.0430059917293317,0.0235460183322241,0.933131640158139,0.000316349780305519,2.13562698774967,-3276.45259912239
27.2464343140249,0.396220955292988,39.8138537197895,0.00816196522471294,37.7513081636523,0.495526212486149,0.0486811444939756,0.98,4.5876,0.07,1,0.000241641679541452,1.70343581109054e-05,0.999741239671782,8.4290565537145e-08,6.21776392854554,-3276.49124778921
31.6340019295568,0.394875097821924,39.0508544207347,0.00159489152630271,41.2901885957207,0.477680239955464,0.0547235616556712,0.98,4.5876,0.07,1,0.00164527560986036,4.85181121484972e-08,0.998354659657005,1.62150227173755e-08,6.40987235424745,-3276.50158337407
28.1309261059917,0.331865455692963,51.7041698714683,0.133787976373142,39.8484655911611,0.664061446549373,0.0611888605370812,0.997558594,4.149414063,0.059277344,0.986816406,0.0262951981257816,0.000470478465292318,0.973100208169317,0.000134115239609261,2.40594347550768,-3276.53810493023
25.5439085868177,0.366394544117204,45.5516030868705,0.0222813800159197,40.6746992517516,0.51727417897815,0.029488196648332,0.989746094,4.821289063,0.073339844,0.963378906,0.00791242842851063,4.43840015705214e-06,0.992066333019763,1.68001515694668e-05,1.81265104318481,-3276.54683786975
29.5510075769758,0.390528303792694,32.3484576421648,0.00587765389905472,44.268864663705,0.487075392020671,0.0690818317756815,0.989746094,4.821289063,0.073339844,0.963378906,0.0177559241273695,8.09861803911747e-05,0.98215891375736,4.17593487985945e-06,2.38142797760156,-3276.57004356758
32.4437914058483,0.308184315592046,44.9707862258035,0.0827172058708,39.6485559319726,0.58249619045881,0.0513703312953134,0.974365234,4.835449219,0.066357422,0.927490234,0.0303299101109465,6.03513308274557e-14,0.96966789703221,2.19285678282058e-06,1.52521263203334,-3276.58526119124
31.964015440605,0.342445969431786,41.3043498747568,0.0662553614805058,43.209798944441,0.555802407024349,0.0505037541847399,0.98,4.5876,0.07,1,0.000574977521510953,8.62920834832585e-08,0.999424936084923,1.01482237008457e-10,2.55905556431753,-3276.61841332671
24.5324447531995,0.310789536758712,43.292238793873,0.00138635903053936,45.6585883298036,0.488805223410933,0.0431171515531066,0.974365234,4.835449219,0.066357422,0.927490234,4.51767199856064e-06,1.04107162068125e-09,0.999995042534473,4.38752456998844e-07,3.61397857726342,-3276.64127745062
30.1644545704518,0.425401982954256,38.5050045461077,7.62894451957155e-05,42.323333866439,0.484974546867528,0.0533480590806412,0.974365234,4.835449219,0.066357422,0.927490234,0.0774545031449998,7.94826011585944e-08,0.888294453178865,0.0342509641935341,3.3833594440016,-3276.64458533224
33.5528081339951,0.377989432670238,34.0199945820854,0.103047842493254,40.4146268139736,0.601237152712273,0.0535224064271619,0.989746094,4.821289063,0.073339844,0.963378906,0.805061188831243,5.22607862610217e-08,0.194938350162692,4.08745278512327e-07,4.17017933606121,-3276.65751430801
26.5426357633134,0.300773503028628,39.6061683694819,0.000178401968871898,51.4716905824439,0.485839537107625,0.0396758742584034,0.974365234,4.835449219,0.066357422,0.927490234,0.31128092611486,5.39153517634015e-07,0.621514262833129,0.0672042718984938,7.88765323157531,-3276.67186042732
31.4009635499948,0.391427278182171,44.0665708494221,0.00501773860734275,34.8723358156138,0.486795650847047,0.0737052129584841,0.98,4.5876,0.07,1,0.0674305022126625,5.92145724542604e-10,0.932569496951046,2.44145601834225e-10,1.43103191983982,-3276.70189555273
28.7767942395852,0.377738687449484,42.0941106475232,0.0344237265310571,42.4869189897745,0.520228213304718,0.0455105569727279,0.98,4.5876,0.07,1,0.00963616924890578,3.9323657987738e-05,0.99028832747702,3.61796160862312e-05,3.60175450108909,-3276.71765095935
30.7703202453455,0.376837049018444,37.5248282969855,0.00518166179761656,40.3560918500411,0.484864111925801,0.0416759854991968,0.98,4.5876,0.07,1,0.067811702499385,6.38221203045791e-07,0.932187148927184,5.1035222830003e-07,5.28731084379478,-3276.71957642042
30.8681738103694,0.319521498888185,37.0234057708352,0.00262281742593782,52.9561862525106,0.488121819274824,0.0523054114332542,0.974365234,4.835449219,0.066357422,0.927490234,0.999809218074437,3.00414651707099e-10,0.000190589784164045,1.91840984291739e-07,3.40566191680637,-3276.76443479687
27.5148851611024,0.356204663234845,35.4361938908315,0.00111255652215977,54.7547430114748,0.485780446116409,0.0491620705852335,0.974365234,4.835449219,0.066357422,0.927490234,3.45527546547697e-06,1.33785366151885e-11,0.999996544686588,2.45679477513202e-11,1.59987986564283,-3276.77246332078
38.7211995897747,0.343147134630962,37.6396241134757,0.218814640849822,37.9084178688166,0.762066135963682,0.0525129921700938,0.989746094,4.821289063,0.073339844,0.963378906,0.00126172935421832,1.09226697313087e-05,0.982375268993241,0.0163520789828095,2.48391254037278,-3276.80567565341
31.145113504122,0.343972432584346,36.214482505958,0.000240431856979351,48.8311406960923,0.489724409447708,0.0553000419467183,0.98,4.5876,0.07,1,0.242611607468884,3.87418078249373e-05,0.757349358876399,2.91846892084908e-07,10.5160700320257,-3276.80664881571
29.5304195148769,0.382814102478287,52.9918646265938,0.118955819023818,34.8114737168287,0.648749137994351,0.0509607990256419,0.989990234,4.554199219,0.069482422,0.943115234,0.724782197458232,3.39395575875753e-08,0.275183658786549,3.4109815661354e-05,2.48249715344491,-3276.80860978453
23.2074836977885,0.235942151896645,52.0772561441993,0.0349356155539962,49.2919442315573,0.53258548213903,0.0493168956051809,0.997802734,4.476074219,0.061669922,0.982177734,0.0532974401257345,2.01219674198272e-05,0.946661465098691,2.09728081544027e-05,7.23602089014867,-3276.81631992518
29.253836297975,0.277695821130507,47.789549647896,0.0147868542829704,44.0223255917582,0.503143352812579,0.0411371208096679,0.974365234,4.835449219,0.066357422,0.927490234,0.00540982561188007,1.98176436940062e-09,0.994569381234575,2.07911717803535e-05,3.76556201481844,-3276.84708226879
31.8141396990375,0.307163134158523,33.3723101893255,0.0550874591003354,56.1157665943494,0.545821587138848,0.0598645724983692,0.98,4.5876,0.07,1,0.0307578476937043,7.72229808518674e-07,0.969237984243195,3.3958332923502e-06,1.55814489899785,-3276.88524643093
34.1677961638347,0.405768105297894,43.3896577770535,0.0945388590160004,34.2578259415951,0.583087933194471,0.0618556283212038,0.989746094,4.821289063,0.073339844,0.963378906,0.190211983433235,0.0831079263896412,0.726661299720479,1.87904566444184e-05,2.35505806335732,-3276.88585011337
32.7276101439504,0.29761773111238,41.5071365609099,0.181966372503569,43.9546863194232,0.720403736897226,0.0517669522761005,0.997802734,4.476074219,0.061669922,0.982177734,0.0656120995590522,0.000403350555990114,0.933559129452478,0.000425420432479804,2.33281741199198,-3276.89225843632
37.7034433853869,0.283436314085771,34.893787748167,0.218923799833227,57.0189952175129,0.800446398071722,0.0382721329718642,0.98,4.5876,0.07,1,0.0476980160854138,7.53435914706788e-07,0.952301204702203,2.57764687869956e-08,2.38910583394863,-3276.93296947653
31.9979750751857,0.363912544760109,37.1165155917866,0.0019145140148832,48.9296344922766,0.485299077303113,0.0547634684792672,0.98,4.5876,0.07,1,0.716124146396522,0.0023263114857075,0.280148457077114,0.00140108504065696,4.79707457954555,-3276.94095287753
25.0901591910049,0.306397970191831,43.0180808608735,0.00228014694179794,40.5758428119509,0.494505418577361,0.0446744769113712,0.98,4.5876,0.07,1,0.120426056467085,1.19905690925289e-07,0.879573767653978,5.59732465094191e-08,3.39037249884132,-3276.96502093057
31.6304047392047,0.404905756033201,36.3838277538077,0.00872311174146452,37.1294905499071,0.486492865909993,0.0642297075260279,0.98,4.5876,0.07,1,0.0763298321367428,6.57778580406631e-06,0.923640686425034,2.29036524187177e-05,5.11973537961421,-3277.01261458549
30.2682566200268,0.411580592790535,37.0151392627861,0.078799384771296,45.9931493673585,0.585020560276893,0.0502655352876856,0.98,4.5876,0.07,1,0.612889958143038,4.12897537117571e-07,0.387109349525764,2.79433661494384e-07,3.04459737973593,-3277.04309545938
32.8128652156652,0.288226278430239,43.5381459861557,0.157398849372473,46.9776242169688,0.702598390916034,0.0378763237251145,0.98,4.5876,0.07,1,0.023342389612416,0.00140406853429147,0.974469589478501,0.00078395237479182,2.18151040940666,-3277.06521953863
31.3488555837441,0.381542104758478,38.8717206066709,0.0629692871158663,43.8089350610305,0.553722571668757,0.056347526569804,0.98,4.5876,0.07,1,0.217853236447684,2.61240778420966e-07,0.782146474288852,2.8022685596574e-08,3.66953368288705,-3277.0820129573
30.8742637571444,0.333563838655211,46.4083698258495,0.0368016341987875,36.3635091566841,0.517927242614811,0.0652833157485163,0.98,4.5876,0.07,1,0.0154427697398993,8.72006924055873e-07,0.984556206241121,1.52012055810659e-07,3.26890582555643,-3277.14029576824
36.8380849274523,0.353248275476552,35.0372203654321,0.125971802905464,51.3391855215254,0.634467268716215,0.0487956669064712,0.974365234,4.835449219,0.066357422,0.927490234,0.000707882989163909,2.77743063055308e-09,0.950477176440161,0.0488149377932441,2.86569113251744,-3277.14181947032
35.3092960063851,0.409282141397452,41.9496218341511,0.124688900580928,32.9279018141555,0.628900379397279,0.069280570610945,0.98,4.5876,0.07,1,0.0289465041089057,5.86719473204039e-10,0.971053483397996,1.190637868877e-08,2.04386277761387,-3277.15814451393
30.1049193121111,0.305207163065512,35.453792433204,0.122925576046633,59.7773817055973,0.641888325045452,0.0559088486937954,0.997802734,4.476074219,0.061669922,0.982177734,0.99564697120636,0.000284579273429082,0.00406677775504877,1.67176516173457e-06,3.78221474756128,-3277.15843142811
29.2987413640528,0.302193992470528,43.3990506051288,0.00171574733068642,40.7101871143812,0.480703272851484,0.0602010857490045,0.98,4.5876,0.07,1,0.011360175242658,0.000468208197000335,0.986901616608452,0.00126999995188962,10.6117312305769,-3277.18664294255
29.4106229592582,0.33884411350462,51.9019248261545,0.0847614262588118,37.1872270279257,0.592585434000772,0.0527985654028728,0.98,4.5876,0.07,1,0.00798348746018297,7.85960996827089e-07,0.992015100833378,6.25745441924361e-07,1.18878799703089,-3277.19058618951
24.0185263798118,0.279980840623987,39.4930489442738,0.000358146503394791,57.805137779491,0.483266844455375,0.0444134130994481,0.997558594,4.149414063,0.059277344,0.986816406,0.00889718605846368,0.00215168448173702,0.98875210060452,0.000199028855279413,4.94933377517691,-3277.20460376007
31.3565765682329,0.393102129995952,33.672157937074,0.0136857650613772,49.5944690800281,0.496320641036521,0.0413368800187764,0.98,4.5876,0.07,1,0.126718204736464,2.39414639167436e-05,0.873154918448993,0.000102935350626526,2.1350606767578,-3277.22324132831
36.288001944326,0.333797778494305,38.7011213506735,0.125335906742819,46.4298469941683,0.638829336112386,0.0481488308045556,0.974365234,4.835449219,0.066357422,0.927490234,0.146521906204475,5.70758788853966e-07,0.274195400046365,0.57928212299037,4.74095054504824,-3277.25198914061
25.181810132533,0.34313830950415,39.0900208106313,0.0296273429065505,44.4492802472644,0.513203591646293,0.0552213152571919,0.997802734,4.476074219,0.061669922,0.982177734,0.0353581396845508,2.09270657794913e-06,0.964639599157833,1.68451037736866e-07,9.840275794229,-3277.25358216903
37.1829150522981,0.343228855438648,38.0424029622263,0.124299687627121,42.5539041040827,0.628518129193552,0.0513169852794605,0.98,4.5876,0.07,1,0.00011539026480969,3.59418473575597e-08,0.999884572738329,1.05501390146015e-09,1.00141170480128,-3277.2598997888
27.004867367826,0.322500256116146,47.485811538891,0.00406645309700521,40.6642053513244,0.484979711849645,0.0497259660738914,0.974365234,4.835449219,0.066357422,0.927490234,0.0548300433932042,2.97875683442515e-05,0.248204020612625,0.696936148425827,2.5418100082029,-3277.26255114388
29.232910170127,0.329713876692655,61.4968539331444,0.000663961221546676,33.3062642830785,0.485610850171799,0.052020204372648,0.974365234,4.835449219,0.066357422,0.927490234,0.0192868541172723,5.50069525831223e-09,0.978387962077684,0.00232517830434811,1.69987707865084,-3277.29164631404
30.4607749409688,0.271149499598738,51.2242460141889,0.164720060352164,37.9535303749532,0.709911920256497,0.0514423520640109,0.997802734,4.476074219,0.061669922,0.982177734,0.0566194336213776,0.00860809909838502,0.934269684343127,0.000502782937110469,1.65990678769913,-3277.32950243994
24.4234891321976,0.325630020656315,67.8282064358824,0.0328885300840106,32.6029234089003,0.524236744056566,0.0468868169613605,0.997802734,4.476074219,0.061669922,0.982177734,0.0124451069311257,0.0121796687718598,0.975222657596427,0.000152566700587693,3.3313635908853,-3277.35224053406
35.5393190523098,0.336901312489836,31.4119725601578,0.0593946895585847,64.5333845505243,0.554016744308709,0.0472492040151037,0.974365234,4.835449219,0.066357422,0.927490234,0.0544105986363993,2.12017611533442e-09,0.945587237602552,2.16164087279136e-06,6.40567421771311,-3277.36146443767
30.0838797859505,0.325763993337664,47.701714032338,0.0628986200082881,39.9592762852722,0.558667886122476,0.0061837716848523,0.98,4.5876,0.07,1,0.0738982994270821,0.00220683604095613,0.923885797273003,9.06725895908869e-06,9.72657687345691,-3277.38094765125
23.7677864986018,0.344719803729662,54.233084410257,0.00407881363281204,37.1056872356697,0.490690351236723,0.0496545760549306,0.989990234,4.554199219,0.069482422,0.943115234,0.969762238220077,1.20092029467139e-08,0.0302069901634652,3.07596072551324e-05,2.50985216261097,-3277.39926703339
36.2372206830788,0.39408225620653,40.7168034656312,0.00233032731364521,36.843538763764,0.485871754166869,0.0556491241087492,0.962402344,4.454101563,0.074121094,0.865722656,0.470143822100547,1.27245514606546e-07,0.529489305046467,0.000366745607470857,2.12258897083984,-3277.43558659155
