R0,amplitude,gamma,mu,sigma,rho,psi,S_0,E_0,R_0,I_0,spanLogLik,LogLik
30.06937463,0.460343502,73.05,0.000822826,45.66,0.417129862,0.40981194,0.078130649,0.021354476,0.90051365,1.23E-06,48.06382252,-3938.748989
42.9912005,0.437904813,73.05,0.265926779,45.66,0.643421652,0.340885163,0.035426764,9.80E-05,0.964467726,7.51E-06,15.04927637,-3938.755964
50.34774444,0.508603242,73.05,0.400354356,45.66,0.795470564,0.353746052,0.00520779,0.001628045,0.992865166,0.000298999,31.06651374,-3938.855341
30.70927644,0.473700466,73.05,0.022581227,45.66,0.432845178,0.397240679,0.019441009,0.000121589,0.980278504,0.000158897,18.56784013,-3939.005251
44.7124565,0.485532943,73.05,0.303982135,45.66,0.719651945,0.318511688,0.830826619,0.001068648,0.168008149,9.66E-05,6.539386271,-3939.097853
49.11671323,0.490799446,73.05,0.375722143,45.66,0.705053123,0.382714171,0.330944844,0.386627549,0.277371555,0.005056052,25.53017539,-3939.118756
46.9524217,0.452372798,73.05,0.344804853,45.66,0.697448425,0.37272078,0.005173471,2.98E-05,0.99457933,0.000217443,34.37904683,-3939.160903
43.34020323,0.453184634,73.05,0.286654372,45.66,0.667435369,0.345399295,0.002156144,1.82E-05,0.986675058,0.011150647,22.98279628,-3939.269489
60.68037366,0.530991323,73.05,0.572593451,45.66,0.899707707,0.38598859,4.35E-05,0.014154479,0.981897342,0.003904667,30.93214925,-3939.344974
60.37324504,0.484562415,73.05,0.603826834,45.66,0.944323721,0.377510542,0.992111076,0.007672972,0.000204735,1.12E-05,62.23810832,-3939.51389
51.78714875,0.505391573,73.05,0.41232141,45.66,0.716566505,0.390704185,0.105266187,0.033132342,0.861423836,0.000177635,47.8051754,-3939.597365
49.17052406,0.509065167,73.05,0.374462213,45.66,0.765625064,0.340125527,0.00013225,3.66E-05,0.999787189,4.40E-05,20.42249929,-3939.706059
46.87576888,0.459166945,73.05,0.336667476,45.66,0.687241332,0.342972047,0.969702341,0.009404542,0.000202461,0.020690657,66.05118964,-3939.743361
47.65670507,0.493149159,73.05,0.344160641,45.66,0.685183138,0.35701063,0.192655235,0.609664492,2.81E-05,0.197652211,10.95454384,-3939.744369
29.64033947,0.472605884,73.05,0.001638314,45.66,0.453233059,0.363903302,0.92783853,0.021980232,0.050181157,7.96E-08,52.76653933,-3939.765167
47.56972155,0.46683259,73.05,0.357952905,45.66,0.726728243,0.344592831,0.152687689,0.004158663,0.843073917,7.97E-05,57.77491428,-3939.863068
47.05100528,0.481063129,73.05,0.333616881,45.66,0.760004356,0.31143696,0.002392843,4.39E-07,0.997606692,2.64E-08,47.22897588,-3939.931151
34.42222272,0.441675303,73.05,0.098141634,45.66,0.467547984,0.400536467,0.005815965,0.002841307,0.987961787,0.00338094,25.49371642,-3940.11414
55.77049132,0.483066124,73.05,0.511598165,45.66,0.889081917,0.348933595,0.088068634,1.88E-06,0.911911883,1.76E-05,55.14601804,-3940.483175
29.43092813,0.451867935,73.05,0.00717714,45.66,0.421071038,0.417413295,0.028528245,0.012802847,0.958667418,1.49E-06,34.53445651,-3940.587096
36.52340691,0.472271351,73.05,0.135527131,45.66,0.513923092,0.359055497,0.03574532,4.50E-05,0.962495447,0.001714233,29.89095509,-3940.622079
61.16114515,0.509742949,73.05,0.603539639,45.66,0.896244833,0.420310323,0.8803393,0.044228873,0.075312298,0.000119529,38.56629271,-3940.641928
61.7241931,0.529818763,73.05,0.60825008,45.66,0.990458296,0.354660957,1.90E-05,0.00182839,0.998143244,9.34E-06,63.31053454,-3940.725486
51.12456155,0.473687327,73.05,0.426026307,45.66,0.793521673,0.340469168,0.084625801,0.003333736,0.905415551,0.006624912,42.99849728,-3940.903964
55.26742416,0.474703064,73.05,0.51939864,45.66,0.941299935,0.347360318,0.989272727,0.001960943,0.007628723,0.001137608,33.15199482,-3941.026112
58.76577953,0.525924425,73.05,0.552460986,45.66,0.962062628,0.328129815,0.503467787,0.003122584,0.477659089,0.01575054,49.75665776,-3941.062841
45.82736868,0.437785523,73.05,0.335200985,45.66,0.683636314,0.37127045,0.107187128,4.20E-05,0.892769653,1.23E-06,37.4228062,-3941.155505
49.79903451,0.450373068,73.05,0.41735527,45.66,0.833322094,0.332341373,0.296091669,0.66360023,0.008634449,0.031673653,32.11730688,-3941.199534
59.71080984,0.513126044,73.05,0.579693056,45.66,0.919031726,0.404481841,0.011485465,0.004694952,0.977568007,0.006251576,22.14352568,-3941.203559
31.93720732,0.468932408,73.05,0.056075616,45.66,0.512989832,0.345098781,0.001899632,0.00152419,0.705147031,0.291429148,29.46824254,-3941.280573
51.66732774,0.528199967,73.05,0.414627744,45.66,0.776990563,0.386799134,0.000543869,0.00319715,0.988138544,0.008120437,28.04517132,-3941.298909
29.90882773,0.465195,73.05,0.01429608,45.66,0.418226476,0.409541837,0.009633728,0.00129173,0.988959414,0.000115127,24.59074068,-3941.440052
29.92369297,0.47911728,73.05,0.010456838,45.66,0.482668324,0.35230729,0.000124424,5.13E-05,0.936513075,0.063311232,40.13778015,-3941.587749
31.80699046,0.42793075,73.05,0.064371632,45.66,0.473771697,0.378171025,0.012088879,0.000464436,0.987446143,5.41E-07,26.67170074,-3941.705113
54.08627877,0.478605354,73.05,0.473433557,45.66,0.83309157,0.366385939,0.012569689,0.915665222,0.071311049,0.00045404,23.18500133,-3941.713332
45.27507486,0.494592759,73.05,0.318279237,45.66,0.720022661,0.329259702,8.72E-05,0.083246323,0.915952624,0.000713848,35.63052555,-3941.805924
39.66913033,0.46792189,73.05,0.206608131,45.66,0.582791015,0.356425468,0.127686056,0.870034258,0.002269188,1.05E-05,21.06308871,-3941.827
48.10868066,0.473979563,73.05,0.366860394,45.66,0.760674594,0.332962076,0.126651597,0.035214327,0.838104351,2.97E-05,14.91617736,-3941.963394
41.66335731,0.469422298,73.05,0.243557939,45.66,0.63240338,0.321095786,0.034920883,0.962901654,0.000134232,0.002043232,67.9356424,-3941.984636
32.65311749,0.492166112,73.05,0.054318305,45.66,0.542826937,0.326619251,1.14E-06,0.000299505,0.999699316,3.44E-08,42.64437295,-3942.104202
31.06710869,0.518882292,73.05,0.006259526,45.66,0.435773832,0.400516902,0.173403098,4.83E-05,0.826464057,8.45E-05,27.42126502,-3942.218963
37.48282542,0.487103067,73.05,0.141746174,45.66,0.518198457,0.385616454,0.200622639,0.000110069,0.799203817,6.35E-05,15.82506445,-3942.665144
33.24055586,0.460016914,73.05,0.078806665,45.66,0.516099823,0.350590446,0.000580207,0.000790357,0.876131232,0.122498205,33.63450579,-3942.686755
54.09504992,0.496843055,73.05,0.489604559,45.66,0.951249362,0.331230767,0.07237632,5.17E-05,0.926712601,0.000859429,24.61424712,-3942.77522
47.7817586,0.458417482,73.05,0.360187784,45.66,0.667504502,0.404613865,0.002559697,2.87E-06,0.997383634,5.38E-05,37.08049206,-3942.94843
57.20569602,0.496751912,73.05,0.532436646,45.66,0.899944233,0.373291022,0.681264187,0.006734318,0.311778381,0.000223114,38.14391457,-3943.062201
54.315845,0.487661025,73.05,0.491736198,45.66,0.887371367,0.347540919,0.260685497,0.618071312,0.071635786,0.049607406,53.63580636,-3943.29867
44.87517676,0.514789335,73.05,0.282910567,45.66,0.634513491,0.357882013,0.002246497,3.63E-05,0.997292488,0.000424746,47.17159563,-3943.337813
58.56640057,0.512394576,73.05,0.552403857,45.66,0.945554955,0.353838083,0.474732796,0.008783702,0.480075172,0.03640833,54.80878468,-3943.380927
43.84345707,0.428524926,73.05,0.290439236,45.66,0.683779992,0.328613727,0.194747418,0.110488533,0.689655711,0.005108338,47.73544841,-3943.401332
54.93554715,0.516973982,73.05,0.496222522,45.66,0.914179555,0.34745597,0.903316191,0.042353606,0.053580327,0.000749876,41.31650521,-3943.415906
37.88294737,0.451114524,73.05,0.1683073,45.66,0.561658253,0.348327845,0.10929722,0.002819245,0.674621159,0.213262376,35.06971641,-3943.44761
55.94595636,0.477040932,73.05,0.515130457,45.66,0.854050887,0.372039013,0.018889108,1.91E-05,0.981042347,4.94E-05,38.95356161,-3943.482765
54.77819826,0.464456639,73.05,0.481913999,45.66,0.813815348,0.367466139,0.015561898,0.846767796,0.13728151,0.000388795,38.42595922,-3943.567167
30.8764801,0.456476871,73.05,0.010857852,45.66,0.400609171,0.438571837,0.011648377,0.002670548,0.985680959,1.16E-07,30.84877897,-3943.660067
62.56334163,0.523906695,73.05,0.615589538,45.66,0.941692676,0.362919197,0.014708873,0.003441019,0.981586763,0.000263346,66.04065994,-3943.697784
44.8118322,0.486114615,73.05,0.290022605,45.66,0.638945557,0.36352035,0.998869073,0.000835374,0.00028916,6.39E-06,31.29378793,-3943.812554
31.63887608,0.471269594,73.05,0.048994009,45.66,0.473421977,0.365094449,0.000600673,0.999007301,0.000335737,5.63E-05,40.98792393,-3943.819931
44.43739255,0.467229515,73.05,0.302502427,45.66,0.678538222,0.34174066,0.235658675,0.028822047,0.714100783,0.021418495,17.59672289,-3943.856623
58.59260273,0.479885134,73.05,0.578102267,45.66,0.966764048,0.381423902,0.007131968,0.00021026,0.992396321,0.000261451,37.54389333,-3943.864543
32.04230656,0.415243311,73.05,0.067816539,45.66,0.490918501,0.367897867,0.015654165,0.000225136,0.982630193,0.001490506,18.42253771,-3943.867324
54.68030324,0.45320984,73.05,0.513598694,45.66,0.951735324,0.343538534,0.99952798,8.21E-05,0.000379157,1.08E-05,29.22633516,-3943.908313
47.7966213,0.480271107,73.05,0.350397115,45.66,0.671961313,0.388488214,0.001840965,7.95E-06,0.998145391,5.69E-06,21.44528531,-3943.943999
49.87230338,0.471494166,73.05,0.418559312,45.66,0.791822591,0.364174125,0.062997149,0.00043646,0.935149356,0.001417035,40.748644,-3943.954543
47.07903383,0.477798826,73.05,0.359556704,45.66,0.788907597,0.2962095,0.244047166,0.755537627,0.00037051,4.47E-05,90.34980135,-3943.988367
47.22151153,0.485912631,73.05,0.33486638,45.66,0.671667996,0.363294085,0.519153725,0.159696434,0.321034788,0.000115053,51.9882241,-3944.151595
60.7460108,0.526179688,73.05,0.588796911,45.66,0.927006557,0.395590271,0.002629153,0.000138244,0.997230846,1.76E-06,21.28889597,-3944.162074
30.18011913,0.466905627,73.05,0.013057867,45.66,0.430726034,0.408187448,0.002103695,0.000204674,0.997690191,1.44E-06,30.8731726,-3944.225989
29.1703835,0.464991612,73.05,0.001705073,45.66,0.460572932,0.363132274,0.099626884,0.004060454,0.895931167,0.000381495,26.81136583,-3944.239832
32.06341415,0.49052308,73.05,0.040255391,45.66,0.443178734,0.401416942,0.019577533,0.001113393,0.978000104,0.001308969,23.60623506,-3944.301329
52.57176699,0.526002406,73.05,0.426421092,45.66,0.81762038,0.333676451,0.142712794,0.000510939,0.85677466,1.61E-06,23.04918219,-3944.340984
51.22449032,0.475536667,73.05,0.423738364,45.66,0.780434424,0.344056655,0.94635652,0.047675021,0.00589688,7.16E-05,34.52017721,-3944.452566
28.739422,0.424211922,73.05,0.00245697,45.66,0.42392678,0.410250742,0.581182806,0.022596028,0.396220213,9.54E-07,13.4985951,-3944.458531
46.64293948,0.471689141,73.05,0.357389718,45.66,0.721176605,0.347349436,0.184070888,0.001430751,0.814384802,0.000113559,53.45899288,-3944.509629
48.91708468,0.466835318,73.05,0.389359193,45.66,0.783631381,0.336416153,0.998312399,0.001180487,0.000331393,0.000175722,31.39173226,-3944.564321
39.60862762,0.475396214,73.05,0.189086367,45.66,0.564899829,0.352493909,0.006331944,0.993656912,9.33E-06,1.82E-06,43.29251429,-3944.585327
32.39348628,0.47424877,73.05,0.045450853,45.66,0.476086103,0.355675216,0.806044887,0.027666821,0.166287307,9.85E-07,40.16595152,-3944.62458
55.35537883,0.50586468,73.05,0.4945546,45.66,0.864317469,0.348704938,0.637491859,0.002264064,0.356347021,0.003897056,27.01962552,-3944.830315
39.87237668,0.471912481,73.05,0.205232849,45.66,0.636921633,0.304093386,0.04069333,0.000996874,0.936689303,0.021620492,53.47724694,-3944.936541
50.68887645,0.476530688,73.05,0.421222888,45.66,0.793082283,0.343099058,0.771613817,3.06E-06,0.228259976,0.00012315,41.96272143,-3945.075056
60.43300268,0.52296273,73.05,0.579985078,45.66,0.971968093,0.363412461,0.0181127,0.000470877,0.981190003,0.000226421,40.84102369,-3945.088509
46.43556094,0.484810316,73.05,0.31576609,45.66,0.659252725,0.353152801,0.937070124,5.78E-07,0.062903048,2.62E-05,38.89433512,-3945.123183
48.8057659,0.47676802,73.05,0.389712271,45.66,0.781313916,0.320970294,0.376286111,0.619333287,0.000938715,0.003441887,47.82683234,-3945.195036
30.06763032,0.481747736,73.05,0.0040193,45.66,0.419013551,0.393446078,0.013217529,0.000225031,0.985203305,0.001354135,47.082564,-3945.285352
51.5566494,0.464007046,73.05,0.438617097,45.66,0.850407332,0.333533265,0.986286784,9.71E-05,0.013480011,0.000136062,28.02074389,-3945.307305
29.03403911,0.434646178,73.05,0.002336645,45.66,0.426896037,0.362190271,0.066262659,3.81E-05,0.929694903,0.004004299,94.93633505,-3945.469033
52.36760913,0.489232112,73.05,0.453479093,45.66,0.797898711,0.370417392,1.22E-06,0.549229854,0.450768477,4.46E-07,39.97599885,-3945.471016
31.74235772,0.441677449,73.05,0.052315708,45.66,0.447940603,0.382115464,0.025763671,0.005393683,0.968489459,0.000353188,36.8370257,-3945.559662
29.69071626,0.437687336,73.05,0.015489228,45.66,0.413161626,0.416242134,0.019788085,0.000453715,0.979694495,6.37E-05,33.21010903,-3945.627905
47.68145256,0.529109785,73.05,0.321953707,45.66,0.678997409,0.346904087,0.000503183,0.000561772,0.995431309,0.003503736,54.3988991,-3945.746741
29.85090042,0.446917834,73.05,0.004566758,45.66,0.396710829,0.42439877,0.016096751,0.055538885,0.928364337,2.62E-08,37.21479616,-3945.760183
54.04751174,0.4712728,73.05,0.471001335,45.66,0.779348868,0.388440953,0.98943165,9.70E-05,0.007423958,0.003047396,43.76654414,-3945.957502
51.70787886,0.5034988,73.05,0.439823366,45.66,0.928618719,0.301992883,0.268581686,0.569863048,0.161162923,0.000392343,52.16833529,-3945.994311
44.5817225,0.47422911,73.05,0.285130207,45.66,0.655622477,0.331970037,0.137625897,1.54E-05,0.862358687,7.72E-09,43.92129061,-3946.133586
29.89321515,0.495730878,73.05,0.000855497,45.66,0.469133214,0.348180389,0.187487492,3.72E-05,0.812471386,3.90E-06,49.67090178,-3946.171946
47.11083556,0.460347966,73.05,0.334650414,45.66,0.657529503,0.370198588,0.022930951,4.23E-05,0.977026737,1.82E-08,62.58108226,-3946.314372
30.37348216,0.514090526,73.05,0.005336223,45.66,0.439315122,0.374344523,0.013414997,0.001020776,0.985564031,1.96E-07,24.12378432,-3946.350236
51.43542699,0.461046158,73.05,0.447684042,45.66,0.86511016,0.330143688,0.998984079,1.88E-05,0.000992597,4.55E-06,30.5762549,-3946.3552
61.74971493,0.48248545,73.05,0.612505589,45.66,0.964110131,0.364018173,0.764139334,0.099614215,0.133830527,0.002415923,38.13374256,-3946.380252
53.39561859,0.521084836,73.05,0.450549639,45.66,0.787482759,0.358848928,0.005923549,1.54E-05,0.993865844,0.000195185,120.1797973,-3946.473136
52.47925415,0.481694454,73.05,0.449505886,45.66,0.852171595,0.314375716,0.10570398,2.91E-12,0.883231898,0.011064122,81.85305099,-3946.48547
51.70169092,0.428521161,73.05,0.457199623,45.66,0.877584843,0.345259656,2.86E-05,0.000915589,0.992380652,0.006675153,40.48044956,-3946.649703
37.03044835,0.47204699,73.05,0.151162407,45.66,0.565488768,0.34673112,0.997918283,0.001945152,4.07E-05,9.58E-05,12.03455642,-3946.70876
32.10433082,0.518721732,73.05,0.033378948,45.66,0.503280474,0.353633286,0.071186459,0.483513106,0.372217813,0.073082622,23.65571168,-3946.714485
50.19130929,0.450058221,73.05,0.427296583,45.66,0.875608141,0.331308172,0.003507335,0.005319791,0.880084707,0.111088166,20.60770231,-3946.800625
56.97620842,0.50901931,73.05,0.542858328,45.66,0.999999297,0.348976468,0.936875171,0.000999833,2.70E-07,0.062124726,26.11965839,-3946.841622
44.15763094,0.466045661,73.05,0.285448339,45.66,0.599161597,0.398835032,0.030597594,0.031845255,0.879552722,0.058004429,23.89363242,-3946.903076
30.33216658,0.475554849,73.05,0.022747821,45.66,0.485002355,0.342309249,0.112156199,0.663923994,0.223513732,0.000406075,45.3122257,-3946.931659
29.71092484,0.449906847,73.05,0.008053655,45.66,0.430816338,0.378261575,0.013411872,0.003165735,0.983422389,3.92E-09,42.5508831,-3946.990372
58.9280536,0.51009044,73.05,0.573807689,45.66,0.983498845,0.364412262,0.043948388,0.940118794,0.000573484,0.015359333,20.79475534,-3947.026451
61.52940566,0.534710557,73.05,0.610619939,45.66,0.990884728,0.357866411,3.46E-05,3.07E-06,0.993801099,0.006161272,43.45876313,-3947.042884
42.30192023,0.469967921,73.05,0.243491533,45.66,0.565682827,0.393286461,0.278864492,0.720511778,5.08E-05,0.000572918,93.15451689,-3947.067826
39.24979973,0.411921756,73.05,0.207953153,45.66,0.590768418,0.365722165,0.009359986,0.000537913,0.990055537,4.66E-05,30.10200479,-3947.087464
54.81523243,0.494979429,73.05,0.480732093,45.66,0.802039632,0.393586323,0.016520563,1.59E-06,0.983474481,3.37E-06,20.55259988,-3947.262029
61.50374919,0.438684531,73.05,0.629452626,45.66,0.968607904,0.390018346,0.009148399,0.001184927,0.98963432,3.24E-05,75.3343432,-3947.314896
35.71070463,0.410274451,73.05,0.129607191,45.66,0.48853997,0.39719306,0.011524072,0.000372092,0.988103655,1.80E-07,46.5447073,-3947.338817
32.07912932,0.486660399,73.05,0.037323637,45.66,0.431104345,0.399770839,0.018202251,1.14E-05,0.981440329,0.000345998,34.0942844,-3947.464717
66.74636704,0.530093445,73.05,0.689943237,45.66,0.959710854,0.400274243,0.163870983,0.138582692,0.696018262,0.001528063,66.01894549,-3947.553646
53.24050861,0.491116686,73.05,0.467235562,45.66,0.900535713,0.334929416,0.000774067,1.17E-13,0.887545603,0.11168033,44.16284399,-3947.611433
48.12672511,0.469734062,73.05,0.375602427,45.66,0.758629336,0.347100825,0.005755917,3.99E-05,0.994200026,4.16E-06,44.9192722,-3947.644055
60.8308114,0.480809033,73.05,0.610967944,45.66,0.981939182,0.373689364,0.106153648,0.893392203,3.43E-05,0.00041982,47.85802517,-3947.682561
65.85856385,0.52600968,73.05,0.691472667,45.66,0.999999225,0.420243681,0.044894159,6.94E-05,0.550549944,0.404486489,22.83943118,-3947.711377
33.00058709,0.4787023,73.05,0.061027072,45.66,0.460074693,0.377772714,0.009212116,2.73E-05,0.990753424,7.13E-06,40.76838497,-3947.909039
49.54163025,0.470003524,73.05,0.406595983,45.66,0.778794899,0.344390253,0.980252274,0.017538264,0.002186336,2.31E-05,68.59983149,-3947.985531
47.22300699,0.503009289,73.05,0.326317718,45.66,0.696779321,0.323717502,0.004748372,1.94E-05,0.995001083,0.000231189,57.68310965,-3948.064423
47.0401008,0.501915528,73.05,0.321934474,45.66,0.687622271,0.345108069,0.0003514,0.020898307,0.977304686,0.001445607,42.33198936,-3948.238136
32.4850219,0.453791837,73.05,0.059565063,45.66,0.47367086,0.377670719,0.680200189,0.003235376,0.31656435,8.38E-08,26.14665926,-3948.306229
52.92723964,0.448370799,73.05,0.465414658,45.66,0.810655846,0.367970835,0.068392466,0.057736416,0.87385496,1.62E-05,67.88174634,-3948.378951
28.9403126,0.459848442,73.05,0.000797854,45.66,0.449142138,0.381934295,0.929468693,0.001081769,0.069447353,2.19E-06,30.88775784,-3948.463826
55.89135974,0.483353498,73.05,0.528994528,45.66,0.9684556,0.353603889,0.058229314,0.938255562,0.002448707,0.001066418,47.75067312,-3948.497677
62.56390341,0.517137429,73.05,0.621394298,45.66,0.961971436,0.353534283,0.989272083,0.00693937,0.003777881,1.07E-05,71.53567463,-3948.641748
51.52857404,0.51440848,73.05,0.409331616,45.66,0.781266839,0.320427601,0.620173691,0.023362048,0.355477049,0.000987212,72.64684065,-3948.703312
58.63801248,0.525906803,73.05,0.545031526,45.66,0.938856484,0.3460161,0.23387977,0.000152213,0.73321986,0.032748157,38.4411439,-3948.773892
59.98901749,0.514642549,73.05,0.583304274,45.66,0.978819333,0.353818192,0.003174432,0.958423131,0.033551841,0.004850596,13.55704491,-3948.907575
29.85223289,0.501706532,73.05,0.003605081,45.66,0.431475401,0.378902562,0.028003465,0.000239311,0.971614478,0.000142746,44.636428,-3948.992797
54.44663455,0.505686776,73.05,0.482660542,45.66,0.868231324,0.334674823,0.125009521,0.024850709,0.844934007,0.005205764,83.47555681,-3949.135736
55.88342837,0.465066155,73.05,0.518592382,45.66,0.913515114,0.345313486,0.918782055,3.37E-06,0.080318643,0.000895933,30.16493892,-3949.259389
60.16008433,0.547564971,73.05,0.582331364,45.66,0.964697726,0.36877683,0.218321709,0.011067865,0.75299031,0.017620116,38.84152327,-3949.279744
61.51995815,0.495899184,73.05,0.611023343,45.66,0.95198866,0.394101329,0.001224405,6.09E-05,0.99846523,0.000249493,29.71418897,-3949.292643
47.11386962,0.445852617,73.05,0.344349232,45.66,0.640588542,0.390142771,0.141641864,0.336723725,0.37860009,0.143034321,43.27854555,-3949.355952
55.10153655,0.524968942,73.05,0.487891967,45.66,0.909373586,0.325458841,0.958698966,0.00330253,0.005962905,0.032035599,27.6458739,-3949.440697
29.08908176,0.446156877,73.05,0.000749479,45.66,0.451538879,0.357707923,0.019922952,4.40E-05,0.980032823,2.67E-07,24.59943871,-3949.459785
38.74109946,0.476321681,73.05,0.179700743,45.66,0.555269564,0.354217078,0.961305461,0.017517856,0.02113089,4.58E-05,20.3526065,-3949.544132
62.16399061,0.476098728,73.05,0.634037321,45.66,0.964942691,0.392936952,0.000343437,1.87E-05,0.999636215,1.64E-06,41.09674739,-3949.629774
29.55308501,0.462735178,73.05,0.003544847,45.66,0.465107482,0.341453407,0.084885787,0.001770877,0.91320722,0.000136117,35.64232571,-3949.752653
61.06488585,0.508538094,73.05,0.611463978,45.66,0.996396342,0.363860509,0.995825056,0.0019373,0.002226161,1.15E-05,45.7194348,-3949.815839
45.96798704,0.457898619,73.05,0.335385208,45.66,0.686752101,0.36376161,0.199428417,5.52E-11,0.054836339,0.745735243,36.07885384,-3949.831833
29.60801529,0.441758846,73.05,0.012982462,45.66,0.433977334,0.388077611,0.01840319,7.81E-05,0.981329622,0.000189061,32.03776451,-3949.867211
48.46883534,0.499525093,73.05,0.350891356,45.66,0.703911631,0.334358834,3.74E-05,4.52E-05,0.99943205,0.000485327,55.15882238,-3949.988383
47.44222726,0.483748196,73.05,0.339779678,45.66,0.738469283,0.317035624,0.000465183,4.01E-05,0.999491371,3.30E-06,62.76434039,-3950.159772
34.18335087,0.43339308,73.05,0.093323654,45.66,0.508702746,0.352219942,0.022381649,6.14E-05,0.977542202,1.48E-05,18.44661875,-3950.159835
51.49909504,0.505842943,73.05,0.421027913,45.66,0.817212935,0.307122857,0.270894085,0.000308737,0.728796959,2.19E-07,64.10907339,-3950.20371
30.7613938,0.489397091,73.05,0.001246604,45.66,0.453173697,0.357708412,0.007195698,0.004055217,0.988749063,2.25E-08,45.54298972,-3950.370962
54.59351832,0.472031765,73.05,0.491495466,45.66,0.837935429,0.360532636,0.594070963,0.372857566,0.032745965,0.000325506,48.76617039,-3950.377973
58.49018822,0.476253298,73.05,0.568131267,45.66,0.904581166,0.380641314,0.133606599,0.010771157,0.855502673,0.000119572,63.2486457,-3950.496736
62.67298752,0.53469457,73.05,0.617578285,45.66,0.900864354,0.391807904,0.000858956,0.005904807,0.985757159,0.007479078,73.50796625,-3950.554939
33.92792097,0.460792954,73.05,0.080742554,45.66,0.5056215,0.328235285,0.031354936,0.001050641,0.958346636,0.009247787,36.58013358,-3950.639353
29.77687638,0.452696751,73.05,0.012125271,45.66,0.408624926,0.40590427,0.018334257,0.001800486,0.979864677,5.80E-07,44.80586043,-3950.706365
47.93929237,0.426867261,73.05,0.372829469,45.66,0.709668567,0.356256287,0.998085117,0.001251313,0.000651441,1.21E-05,49.68135813,-3950.894245
49.74064849,0.471455395,73.05,0.404227815,45.66,0.768144855,0.339991488,0.906722509,0.001439674,0.091079469,0.000758349,62.4989946,-3950.963977
37.76213172,0.443716005,73.05,0.177757078,45.66,0.566042454,0.342399027,0.002588949,0.000201064,0.997208938,1.05E-06,55.31994881,-3951.020855
48.65347535,0.462489891,73.05,0.384603258,45.66,0.759958724,0.337249794,0.99840102,0.001303811,0.0002838,1.14E-05,28.22879436,-3951.169655
45.98264848,0.477964243,73.05,0.322805627,45.66,0.684403748,0.339687707,0.812164773,2.08E-05,0.187814423,2.94E-08,42.80058374,-3951.17012
57.6977306,0.504846809,73.05,0.5387881,45.66,0.867247663,0.378781633,0.082121839,0.007009426,0.910817424,5.13E-05,56.85706522,-3951.219233
53.37964922,0.49454785,73.05,0.462463795,45.66,0.795310198,0.373217551,0.712131007,0.124409131,0.001137728,0.162322133,41.42582553,-3951.231069
41.55426551,0.417331842,73.05,0.265246083,45.66,0.675580258,0.32825757,0.024519416,5.76E-06,0.971945332,0.003529494,43.28305477,-3951.282481
30.28957796,0.476588281,73.05,0.002611895,45.66,0.407112562,0.405848871,0.016054253,0.000860099,0.983084508,1.14E-06,41.74039269,-3951.286741
58.52657591,0.454463527,73.05,0.567910701,45.66,0.908266806,0.379391779,0.160614656,0.000227817,0.836928547,0.002228979,55.37009326,-3951.353042
40.13528725,0.464629215,73.05,0.21519121,45.66,0.660271742,0.298700482,0.018598154,0.003884323,0.962641328,0.014876196,82.7975002,-3951.456115
51.6928645,0.524319864,73.05,0.408765738,45.66,0.724436934,0.378666486,0.996363358,0.001927429,0.001416505,0.000292707,20.8687689,-3951.458552
50.8287589,0.505129598,73.05,0.408151125,45.66,0.776627453,0.339040184,0.343542809,0.008701311,0.647717768,3.81E-05,39.62983078,-3951.502583
48.77795958,0.474687886,73.05,0.385999357,45.66,0.74598464,0.333565423,0.323467281,0.486401912,0.189951561,0.000179246,76.9019305,-3951.647219
29.50302908,0.432736724,73.05,0.00164197,45.66,0.431253803,0.393538302,0.040808633,0.002500663,0.956690423,2.80E-07,32.3294741,-3951.754837
55.11978788,0.485343067,73.05,0.508527683,45.66,0.982865279,0.316856995,0.114466052,1.48E-06,0.885532319,1.51E-07,22.89926345,-3951.772805
56.35428554,0.531825804,73.05,0.514015433,45.66,0.8804802,0.366572575,0.696007469,0.303769026,0.000157711,6.58E-05,30.6106467,-3951.846033
51.75950951,0.530006854,73.05,0.412467235,45.66,0.777714277,0.33518398,0.839253725,0.021530589,0.139188926,2.68E-05,63.58162452,-3951.856622
44.60805211,0.427980087,73.05,0.305115283,45.66,0.67302069,0.356933625,0.004178034,0.002139031,0.993682433,5.01E-07,48.86857228,-3951.916076
55.2218535,0.465572947,73.05,0.509613368,45.66,0.851151259,0.38891385,0.048867619,1.57E-13,0.948062844,0.003069537,28.01345857,-3951.925172
43.0502206,0.468691043,73.05,0.271296123,45.66,0.6606771,0.318856746,1.83E-05,1.33E-05,0.98383225,0.016136106,66.47218076,-3951.945283
30.37208512,0.41572148,73.05,0.036544097,45.66,0.493262496,0.354127335,0.321217781,0.526171164,0.152482022,0.000129033,23.88008573,-3951.985646
54.50405023,0.509320118,73.05,0.487287614,45.66,0.867154059,0.349423503,2.68E-06,0.000203823,0.999793451,4.48E-08,19.03900765,-3952.100585
50.42391447,0.472486993,73.05,0.407465341,45.66,0.789854631,0.330115705,0.17367971,0.798526644,0.025789585,0.002004062,40.92920648,-3952.195254
55.99473797,0.523550115,73.05,0.488299587,45.66,0.832488431,0.364800552,0.991629231,0.005449667,0.002146523,0.000774579,52.61540046,-3952.293236
44.77419544,0.465057193,73.05,0.30074249,45.66,0.638615072,0.358517593,0.18952952,0.72103405,0.089216634,0.000219795,27.32584336,-3952.293903
