R0,amplitude,gamma,mu,sigma,rho,psi,S_0,E_0,R_0,I_0,spanLogLik,LogLik
48.02393511,0.491936561,73.05,0.358896961,45.66,0.776272631,0.330044508,0.980726629,0.001041913,0.018231447,1.08E-08,50.94556562,-3885.348681
37.89744136,0.489122868,73.05,0.159563233,45.66,0.595125234,0.352077934,0.647015452,7.42E-05,0.352817525,9.28E-05,36.40290019,-3885.404011
40.88652668,0.475787043,73.05,0.225263441,45.66,0.606904951,0.393787952,0.228804031,0.023738627,0.74729378,0.000163562,6.218079682,-3885.977171
39.38262626,0.467354298,73.05,0.205090283,45.66,0.628553666,0.377612063,0.656085003,0.115296503,0.227601324,0.001017169,16.15324473,-3886.07521
38.94370509,0.487894208,73.05,0.182174273,45.66,0.579539647,0.39536713,0.597878674,0.015172617,0.38689375,5.50E-05,31.29235058,-3886.171375
31.21428479,0.487686349,73.05,0.031562297,45.66,0.485183909,0.401878476,0.018328072,3.63E-05,0.981634694,9.16E-07,25.78586728,-3886.258039
48.91381771,0.504517925,73.05,0.380453364,45.66,0.772599337,0.380367144,0.04177277,0.042912075,0.915284357,3.08E-05,49.56634823,-3886.400805
37.49940217,0.458678402,73.05,0.152723671,45.66,0.543360597,0.403892171,0.849144719,0.146753326,0.003734338,0.000367617,20.97817088,-3886.923236
46.99658,0.50172591,73.05,0.329115953,45.66,0.719382327,0.372412662,0.11088932,0.053535895,0.835550755,2.40E-05,13.71473185,-3887.360899
53.45066485,0.490065457,73.05,0.45703692,45.66,0.835856116,0.371343955,0.5255619,0.456702422,9.92E-05,0.017636466,34.19138693,-3887.441996
42.78722061,0.460326389,73.05,0.267813878,45.66,0.624701552,0.412324826,0.952497177,0.03747458,0.009563296,0.000464947,34.20399748,-3887.822685
45.68163982,0.494903946,73.05,0.30913805,45.66,0.729580816,0.354677084,1.66E-06,6.96E-06,0.999988388,3.00E-06,18.7962863,-3887.934901
39.14387001,0.457733673,73.05,0.189366152,45.66,0.57420622,0.380544145,0.503698252,0.480368828,0.000401465,0.015531455,58.23747705,-3888.189338
42.23701043,0.481484449,73.05,0.242897437,45.66,0.624442107,0.377505848,0.000456766,0.001519452,0.997538799,0.000484982,26.505939,-3888.254416
46.82055723,0.459112415,73.05,0.344402666,45.66,0.722746482,0.370961804,0.070558688,4.80E-12,0.924902154,0.004539158,37.1028788,-3888.579063
43.56119788,0.514764898,73.05,0.260790081,45.66,0.692721996,0.337799921,0.000421991,0.017502582,0.981873571,0.000201856,35.2104304,-3888.79258
36.00906843,0.51355593,73.05,0.122878866,45.66,0.599358917,0.35235048,0.170828367,0.744579306,0.002222053,0.082370274,25.8419708,-3888.849639
40.16230911,0.472305586,73.05,0.20558464,45.66,0.647424081,0.329282775,0.010676757,5.72E-12,0.989204154,0.000119089,54.56039048,-3889.859973
41.17418683,0.512344222,73.05,0.218579641,45.66,0.592359667,0.413896956,0.738379611,0.125108892,0.131962309,0.004549188,14.26428985,-3890.238726
52.64901808,0.500353023,73.05,0.446242039,45.66,0.868762358,0.379699893,0.00137083,1.18E-12,0.996608685,0.002020484,30.6842206,-3890.257322
44.88480142,0.497014813,73.05,0.299800674,45.66,0.719144514,0.355792932,0.293416653,1.37E-06,0.705368507,0.001213466,22.82621031,-3890.947334
46.30810053,0.482787961,73.05,0.332486568,45.66,0.712264194,0.384682996,0.63752627,0.241958218,0.118638338,0.001877173,32.53295048,-3890.979308
46.40904302,0.511856268,73.05,0.32679803,45.66,0.735878578,0.334879734,2.27E-05,0.000469206,0.990026254,0.009481829,49.28264672,-3891.126452
47.26899363,0.503063297,73.05,0.351484135,45.66,0.780677556,0.353440482,0.1088512,3.94E-05,0.890904127,0.000205239,30.647678,-3891.204829
46.36978981,0.51115593,73.05,0.328044644,45.66,0.792110617,0.340643975,2.74E-05,0.000987239,0.998949786,3.56E-05,39.67522242,-3891.28268
42.99426161,0.466132501,73.05,0.27756549,45.66,0.675995111,0.366419262,5.81E-05,1.89E-05,0.999906747,1.62E-05,22.05850335,-3892.340304
45.87185382,0.463971033,73.05,0.327935488,45.66,0.689965454,0.377032438,0.050838137,0.000232241,0.948762059,0.000167563,60.6956541,-3892.366998
46.95526331,0.496081902,73.05,0.329361088,45.66,0.698888517,0.371409944,1.94E-07,9.42E-05,0.682851755,0.317053819,27.30139656,-3892.41255
30.34720726,0.480957796,73.05,0.00743129,45.66,0.46174302,0.393478325,0.886372769,0.003366557,0.110257201,3.47E-06,66.78506327,-3892.473349
48.24158822,0.51583595,73.05,0.351793974,45.66,0.743769633,0.347678155,0.548948196,0.41908137,0.031965849,4.59E-06,36.99976937,-3892.534144
49.47309497,0.483184954,73.05,0.394009685,45.66,0.811129746,0.347662842,0.382772905,0.000323224,0.616121664,0.000782207,23.46285215,-3892.955062
41.95222867,0.479582599,73.05,0.238290498,45.66,0.627062308,0.364213747,0.019934101,5.41E-11,0.057581629,0.92248427,30.64328748,-3893.756765
41.98346398,0.466117653,73.05,0.242398802,45.66,0.644940028,0.355965397,0.011820813,3.45E-11,0.352607108,0.63557208,35.70831007,-3894.147651
46.85656436,0.471324328,73.05,0.350568608,45.66,0.726924262,0.372222137,0.073613717,0.259217802,0.659686869,0.007481611,39.00192758,-3894.438157
38.26880947,0.473721995,73.05,0.167469949,45.66,0.539945136,0.415393707,0.039713963,0.023969369,0.936316405,2.63E-07,23.49563418,-3894.704722
47.48904041,0.52661112,73.05,0.348705902,45.66,0.859140693,0.327634212,0.533580762,2.95E-05,0.465859231,0.000530542,22.62923252,-3895.530932
45.39686512,0.500885074,73.05,0.327555946,45.66,0.737267413,0.370145753,0.005542788,1.81E-13,0.007025761,0.987431451,14.74051546,-3895.74519
49.82121224,0.487523365,73.05,0.399731713,45.66,0.767821539,0.397680976,0.842871987,0.049734811,2.94E-05,0.107363761,21.17372199,-3895.939964
51.57646903,0.526315904,73.05,0.413366475,45.66,0.852425544,0.357025091,0.059960018,0.005557509,0.930808876,0.003673597,13.42829901,-3895.988671
48.10455965,0.501966242,73.05,0.364322427,45.66,0.778364838,0.333524428,0.044178303,0.001001628,0.954818054,2.01E-06,58.86418218,-3896.106205
52.29215959,0.503315383,73.05,0.425124433,45.66,0.823377751,0.362900473,0.030604889,0.968675457,0.000326357,0.000393297,27.02254486,-3896.279655
47.66233985,0.526876203,73.05,0.342375418,45.66,0.743672406,0.360483292,0.022485755,1.71E-05,0.97749432,2.81E-06,24.146313,-3896.316557
48.27218897,0.494505809,73.05,0.374808864,45.66,0.873027674,0.324521969,0.94931891,0.014668312,0.035229643,0.000783135,22.63302085,-3896.489793
33.67403955,0.502595408,73.05,0.06465924,45.66,0.502590647,0.403492405,0.674491558,0.000441411,0.325066949,8.14E-08,30.22420822,-3896.725049
47.69906973,0.486627327,73.05,0.350725627,45.66,0.732889479,0.366129993,0.030484889,0.294858749,0.359013565,0.315642797,30.41419766,-3896.823013
52.87292069,0.522759567,73.05,0.437568746,45.66,0.780265189,0.395277858,0.02290037,7.22E-06,0.977091988,4.24E-07,44.37709021,-3898.269443
45.84350196,0.455377976,73.05,0.321851526,45.66,0.672924647,0.385940219,0.046686088,7.47E-05,0.953239133,5.56E-08,35.60504497,-3898.377559
60.91234824,0.525744769,73.05,0.579220955,45.66,0.907659269,0.422352191,0.726804069,0.071360669,0.200108107,0.001727155,55.46997823,-3898.389014
29.76533472,0.47790337,73.05,0.005295499,45.66,0.466229009,0.409723828,0.00135439,0.239695737,0.758946187,3.69E-06,25.0818064,-3899.034686
46.22243901,0.468542528,73.05,0.337443275,45.66,0.742530682,0.361091317,0.096723061,0.010830129,0.892437413,9.40E-06,25.50341348,-3899.277185
47.95910527,0.522580317,73.05,0.348274859,45.66,0.754569222,0.350391804,1.61E-05,1.86E-06,0.997406946,0.002575113,37.46004197,-3899.285807
42.61812542,0.489146374,73.05,0.25802204,45.66,0.624629232,0.388863104,0.061668077,0.001067455,0.936924486,0.000339983,38.84655323,-3899.339432
35.62285817,0.499569618,73.05,0.114936186,45.66,0.567099992,0.361226087,0.098815576,0.000242086,0.900865104,7.72E-05,21.27495042,-3899.468338
44.32114775,0.439717782,73.05,0.297851048,45.66,0.656567792,0.396950209,0.062224482,0.002420389,0.935353157,1.97E-06,30.71519337,-3899.902625
48.47159352,0.480839611,73.05,0.380259754,45.66,0.791682109,0.34555831,0.027048494,0.384732766,0.489274817,0.098943924,42.52753713,-3900.260188
46.53386322,0.47356215,73.05,0.349075247,45.66,0.769989948,0.340139017,0.144526678,0.841773711,0.000202471,0.01349714,31.02666796,-3900.268836
49.03879052,0.515934815,73.05,0.382985522,45.66,0.8022399,0.329760708,2.15E-05,0.122285778,0.877692567,1.47E-07,54.4542265,-3900.401296
34.6629264,0.477842001,73.05,0.082312523,45.66,0.530919282,0.365959975,0.017716789,0.000646739,0.981564784,7.17E-05,17.34257872,-3900.5087
49.42279459,0.48233655,73.05,0.391841315,45.66,0.774063331,0.36522818,0.451092656,0.021561298,0.527227151,0.000118895,28.47403337,-3900.587014
54.87689376,0.505082027,73.05,0.496037655,45.66,0.964802287,0.371354622,0.000609045,1.26E-06,0.999375256,1.44E-05,21.5232198,-3900.712649
44.13013117,0.476576297,73.05,0.294287917,45.66,0.696915736,0.362289954,0.069291668,0.002853312,0.927855006,1.48E-08,12.57373351,-3900.759911
48.90295307,0.480422989,73.05,0.382591893,45.66,0.799089088,0.330201634,0.842597853,0.131777251,0.021160846,0.00446405,52.63492637,-3900.8416
47.94039548,0.533467423,73.05,0.350590886,45.66,0.774773754,0.345934624,0.000151489,0.001225562,0.997854713,0.000768236,39.47256262,-3900.900988
41.50718883,0.456422614,73.05,0.254542864,45.66,0.645835241,0.371909193,0.973482842,8.66E-05,0.026368341,6.22E-05,26.40102588,-3901.074204
52.83269395,0.493921843,73.05,0.45243982,45.66,0.871844241,0.354330812,0.993450992,0.000721415,0.005808654,1.89E-05,14.4689071,-3901.154844
54.56018337,0.538205917,73.05,0.474857226,45.66,0.871463276,0.375042442,8.86E-05,0.000376975,0.999534401,7.34E-08,6.734095007,-3901.158746
55.62667809,0.502318203,73.05,0.517718455,45.66,0.950264529,0.382168451,0.000572718,0.375408498,0.624018456,3.28E-07,27.1872294,-3901.395899
41.69719852,0.447927909,73.05,0.255397806,45.66,0.647391909,0.361550707,0.00201598,0.000450262,0.997526573,7.19E-06,57.39276068,-3901.399041
48.99771285,0.494613626,73.05,0.382678518,45.66,0.765572497,0.370785,0.020376008,4.27E-07,0.979621389,2.18E-06,56.76039356,-3901.459568
54.1911519,0.528234062,73.05,0.45979505,45.66,0.860870228,0.35056437,0.925144268,0.001249038,0.071289553,0.002317141,45.18373765,-3901.800763
57.23388378,0.496006192,73.05,0.543564687,45.66,0.948167352,0.380022132,0.006288,0.979822837,0.013286867,0.000602296,49.42653996,-3901.861195
28.8699913,0.450840706,73.05,0.003144383,45.66,0.445028145,0.414957399,0.001986258,0.001354218,0.995586031,0.001073493,39.19797087,-3901.885307
54.50833504,0.478563735,73.05,0.494115453,45.66,0.934758488,0.353957568,0.980477548,0.003386952,0.015950016,0.000185483,48.47869855,-3902.111786
40.00079401,0.45805667,73.05,0.216204246,45.66,0.66407932,0.337710208,0.077401931,5.53E-07,0.922596692,8.25E-07,37.52938619,-3902.176768
50.60395548,0.486574157,73.05,0.417490943,45.66,0.833707687,0.339424656,0.050918808,0.887128675,0.016115526,0.045836991,43.81993134,-3902.359149
53.55870422,0.503581171,73.05,0.459537064,45.66,0.863790928,0.357341633,0.895748769,5.96E-13,0.102003099,0.002248132,28.71916632,-3902.441845
46.36159919,0.470135998,73.05,0.33902847,45.66,0.724731666,0.355556718,0.286042554,0.69046522,0.006123548,0.017368678,46.97381672,-3902.508464
45.39141484,0.484328356,73.05,0.315781182,45.66,0.721634399,0.356589114,0.026274734,0.000196125,0.968252472,0.005276669,32.09070963,-3902.517986
42.74077513,0.499492906,73.05,0.256713067,45.66,0.694783117,0.333659985,1.45E-05,0.000636202,0.999297258,5.20E-05,30.89524844,-3902.897015
37.12017645,0.493604048,73.05,0.143759635,45.66,0.586672724,0.343608451,0.020126203,0.000304029,0.979561501,8.27E-06,43.60179908,-3902.953181
39.53599176,0.485618523,73.05,0.186126768,45.66,0.565321794,0.379163861,0.031151699,0.002681647,0.966165729,9.25E-07,41.26657992,-3903.057833
55.30004343,0.506932362,73.05,0.494131885,45.66,0.929651077,0.356084573,0.000853062,7.97E-06,0.999137938,1.03E-06,20.86014748,-3903.424414
39.29179647,0.449216161,73.05,0.200708203,45.66,0.58396044,0.375199479,0.004324189,0.000116036,0.995551824,7.95E-06,9.284938979,-3903.481407
42.44498906,0.494945576,73.05,0.248384555,45.66,0.65415468,0.347730554,0.190108871,0.786023959,0.000472638,0.023394533,21.21718858,-3903.671529
39.78512592,0.485166397,73.05,0.195904331,45.66,0.558475131,0.403824038,0.970439524,0.022028224,0.006729015,0.000803237,22.52074249,-3904.014606
37.29014154,0.49320083,73.05,0.139987179,45.66,0.554262494,0.361520884,0.980772017,0.017249107,0.001345102,0.000633774,32.71210037,-3904.041277
50.81766499,0.478994164,73.05,0.417672561,45.66,0.820383596,0.384177557,0.002593691,0.003214438,0.97250564,0.021686232,40.15282907,-3904.313754
32.00300047,0.477003456,73.05,0.047588961,45.66,0.461345491,0.413769585,0.041049889,2.21E-05,0.958867157,6.09E-05,22.48107181,-3904.320945
47.07244004,0.474501024,73.05,0.341674981,45.66,0.701434948,0.36478704,9.79E-07,0.003188982,0.996809429,6.10E-07,55.74757569,-3904.985028
38.45977436,0.476957361,73.05,0.175531543,45.66,0.597329606,0.346590438,0.001209823,1.32E-05,0.998493834,0.000283128,49.68451056,-3904.988361
47.67579535,0.476902947,73.05,0.351591007,45.66,0.705441735,0.382252767,0.012892462,0.005422432,0.978089276,0.00359583,37.72004988,-3905.024904
38.95687244,0.480319275,73.05,0.183719838,45.66,0.581239781,0.365910997,0.019448784,0.93441003,0.044994963,0.001146223,37.44148747,-3905.465129
34.21284299,0.446517699,73.05,0.097980531,45.66,0.521547063,0.366767911,0.00921382,5.21E-05,0.99073408,3.64E-09,21.46691903,-3905.489899
49.64345829,0.487157668,73.05,0.392923982,45.66,0.763813332,0.372911909,0.034562266,0.91437033,0.051019843,4.76E-05,47.47394027,-3905.542556
47.32303139,0.459864228,73.05,0.353389817,45.66,0.742618945,0.353244163,0.282503367,0.333608034,0.381421058,0.002467541,53.01921975,-3905.620869
56.18467817,0.532693097,73.05,0.50162288,45.66,0.895032892,0.379702232,0.067274352,6.82E-06,0.932717495,1.34E-06,20.09949516,-3905.865012
48.58236744,0.470962523,73.05,0.378439747,45.66,0.789564295,0.360528767,0.004177001,0.000381266,0.995441728,6.23E-09,59.00748311,-3905.953767
56.09049725,0.522490832,73.05,0.504658576,45.66,0.875091433,0.381001401,0.809694473,0.005486937,0.159584544,0.025234046,27.05873262,-3906.197474
46.56960093,0.453474859,73.05,0.348001431,45.66,0.740701889,0.374800159,0.653316916,0.292600156,0.053879946,0.000202982,15.67476472,-3906.436318
45.18877927,0.472812008,73.05,0.313609276,45.66,0.676549152,0.376448781,0.975452318,0.022449829,0.000785681,0.001312172,33.68116712,-3906.552943
38.35946956,0.531288394,73.05,0.157379973,45.66,0.549278086,0.401103122,0.042858518,0.000966437,0.95462334,0.001551705,21.90685681,-3906.70967
29.81062912,0.458489932,73.05,0.007886113,45.66,0.423964164,0.411674133,0.022928271,0.001368176,0.97567512,2.84E-05,46.07489969,-3906.78323
44.97700854,0.469914806,73.05,0.302153815,45.66,0.684511613,0.360115025,0.643824994,0.026904052,0.306819568,0.022451386,24.79035093,-3906.960655
51.01582632,0.520493362,73.05,0.400145858,45.66,0.745416417,0.369601521,0.796279734,0.000472701,0.203247382,1.84E-07,47.70264234,-3907.039416
50.70485459,0.480131433,73.05,0.416547549,45.66,0.809036992,0.339750367,0.153270547,0.788815441,0.046901859,0.011012153,48.15650279,-3907.171253
48.53444487,0.483315823,73.05,0.366177847,45.66,0.743664588,0.357985953,0.001544947,1.44E-05,0.998440445,2.49E-07,32.79516754,-3907.478611
43.80649599,0.477097964,73.05,0.271469878,45.66,0.653660358,0.345396251,0.084207287,0.000374434,0.898307445,0.017110834,54.41015814,-3907.495212
47.43866112,0.498205792,73.05,0.340679728,45.66,0.690968046,0.380806846,0.98026202,0.000190797,0.01718697,0.002360213,35.35149944,-3907.70872
42.66466457,0.46810542,73.05,0.258509165,45.66,0.647480384,0.352679379,0.001230567,0.001215593,0.79413404,0.2034198,44.6164731,-3908.151439
55.19384591,0.507561585,73.05,0.477546855,45.66,0.817243066,0.400213932,0.977467205,0.000987935,0.021397914,0.000146946,23.39495692,-3908.251615
42.16980442,0.480985899,73.05,0.239859524,45.66,0.674959912,0.313317555,0.296651986,5.15E-12,0.690460025,0.012887989,55.70505891,-3908.255799
48.42494736,0.483887312,73.05,0.373713571,45.66,0.761559795,0.363747942,0.032110702,4.00E-06,0.967884908,3.88E-07,21.86982789,-3908.40143
56.4544534,0.506025273,73.05,0.521019736,45.66,0.96173906,0.338994521,0.908600141,2.03E-06,0.091397801,2.61E-08,40.68252306,-3908.418099
59.50852114,0.525806704,73.05,0.568869916,45.66,0.996594864,0.365235857,0.055455278,0.000761586,0.94322491,0.000558226,31.18377466,-3908.464919
39.24597577,0.491252335,73.05,0.185101216,45.66,0.577018571,0.364323471,0.609298278,0.000848165,0.389761197,9.24E-05,41.60330474,-3908.527476
29.62484273,0.481726552,73.05,0.002783152,45.66,0.459792502,0.397476797,0.017784505,0.000851708,0.98136378,7.67E-09,34.3060557,-3908.56306
38.94384914,0.462855162,73.05,0.180663384,45.66,0.539219183,0.393528368,0.063135405,0.009810084,0.909635082,0.017419428,51.92489181,-3908.58733
47.57684041,0.477505682,73.05,0.360777655,45.66,0.777921287,0.335542789,0.002588888,1.08E-10,0.304138985,0.693272127,35.31869473,-3908.662067
50.52151354,0.51863875,73.05,0.399685338,45.66,0.782428948,0.365922586,0.195962839,0.006041975,0.794923376,0.00307181,25.35742883,-3908.806767
53.93088558,0.546530329,73.05,0.455525295,45.66,0.854005235,0.369190172,0.001738144,5.66E-06,0.997323236,0.000932958,37.80592702,-3908.925872
46.08614542,0.500174117,73.05,0.316868358,45.66,0.70875212,0.338041438,0.944559538,0.02551896,0.025814112,0.004107389,33.38608898,-3909.150926
32.08579254,0.428401657,73.05,0.060542459,45.66,0.470580216,0.413525865,0.011793122,0.011705847,0.976419195,8.18E-05,30.65375438,-3909.287114
39.88411097,0.467526059,73.05,0.205571657,45.66,0.599858748,0.359050975,0.011423986,0.010292889,0.976800971,0.001482154,41.81445842,-3909.543464
35.45734822,0.455034922,73.05,0.128047399,45.66,0.542173722,0.369373998,0.007193511,0.000410603,0.992394574,1.31E-06,28.85227679,-3909.671699
48.37017782,0.504845851,73.05,0.337517405,45.66,0.659272185,0.39260146,0.996805712,0.002591231,1.41E-05,0.000588987,34.90670786,-3909.699307
28.98544328,0.424333283,73.05,0.004654865,45.66,0.405973111,0.456014315,0.020559008,0.000445985,0.978994527,4.81E-07,30.22639285,-3910.256787
49.04465209,0.457571704,73.05,0.380107858,45.66,0.761991396,0.341894212,0.981370962,5.42E-06,0.018623075,5.38E-07,41.76643167,-3910.35408
41.72933005,0.501559789,73.05,0.230996598,45.66,0.647575668,0.337229067,0.081540341,0.000452728,0.916004548,0.002002383,34.31537637,-3910.381486
42.07293595,0.485666089,73.05,0.256329878,45.66,0.672646361,0.341641153,0.000206574,0.000844442,0.994809996,0.004138987,45.63770339,-3910.443771
45.58807501,0.4947355,73.05,0.318956621,45.66,0.749959808,0.331581166,0.995189186,0.004539844,8.54E-06,0.000262427,29.73109188,-3910.518719
40.36067479,0.473920873,73.05,0.204029701,45.66,0.558558148,0.398749471,0.142760707,0.002719442,0.854461895,5.80E-05,26.37381043,-3910.724543
53.89849965,0.533560838,73.05,0.468837078,45.66,0.845304272,0.369258047,0.000310136,4.94E-05,0.999546437,9.41E-05,47.57118165,-3910.847385
40.30707003,0.447564035,73.05,0.221162351,45.66,0.611834695,0.355619611,0.000186038,0.012182841,0.986583394,0.001047727,63.00866056,-3910.874332
32.29308018,0.46803334,73.05,0.051321299,45.66,0.493587557,0.398289855,0.005123328,0.001833404,0.568882555,0.424160714,17.18721051,-3910.954708
49.38538264,0.519745181,73.05,0.36797428,45.66,0.776788789,0.33113914,0.567997336,0.003525956,0.426696032,0.001780675,39.96027037,-3911.093675
52.35090777,0.495340893,73.05,0.456232539,45.66,0.869287813,0.342853073,0.916986131,0.066800087,0.001503539,0.014710243,54.78593468,-3911.299471
30.92480511,0.459100578,73.05,0.023432604,45.66,0.460511268,0.376300528,0.019026744,0.000239124,0.980734027,1.05E-07,44.0366426,-3911.369782
41.13042245,0.461889464,73.05,0.236478397,45.66,0.634016253,0.359079233,0.671899804,0.169425605,0.144484848,0.014189743,27.20137358,-3911.373294
49.8288415,0.498536765,73.05,0.399334593,45.66,0.871836566,0.32038201,0.000693158,2.16E-07,0.999246874,5.98E-05,25.60028942,-3911.432704
38.8819391,0.46795624,73.05,0.182373521,45.66,0.610566673,0.339595755,0.009270673,7.08E-07,0.990556461,0.000172158,36.24978447,-3911.448239
57.01868496,0.452707375,73.05,0.541670837,45.66,0.988949916,0.370707198,0.005175784,2.38E-06,0.994821836,3.46E-09,30.9437238,-3911.59623
56.87971985,0.540482598,73.05,0.516904977,45.66,0.98059109,0.336487887,0.010462906,1.50E-06,0.989406936,0.00012866,44.28174983,-3911.653161
49.17494201,0.504912121,73.05,0.362534551,45.66,0.716003369,0.379146642,0.0122858,2.45E-05,0.987596981,9.28E-05,49.4680168,-3911.839936
